area_m2,flow_m3_h,salt_kg_h,permeate_m3_h,permeate_salt_kg_h,bulk_g_L,surface_g_L,local_permeate_mg_L,flux_L_m2_h,pressure_bar,net_driving_bar
0.0,14.791666666666666,473.3333333333333,0.0,0.0,32.0,40.00027247361466,59.1561116272147,33.528107262636176,55.0,23.488335035550666
0.30833333333333335,14.78133276138178,473.33272162626315,0.010333905284886894,0.0006117070701454374,32.02233041278311,40.02138842385664,59.23228543525247,33.50262838365717,54.99875,23.470485640082977
0.6166666666666667,14.771006713319984,473.33210959699454,0.020659953346681265,0.0012237363387721076,32.04467500310321,40.0425116272431,59.30859993306095,33.47714149477126,54.9975,23.452630633222572
0.925,14.76068852494772,473.3314972454187,0.030978141718945335,0.0018360879146353697,32.06703375966638,40.06364206516251,59.38505543111668,33.45164661728806,54.99625,23.43477002989801
1.2333333333333334,14.750378198724844,473.33088457142713,0.04128846794182194,0.002448761906200415,32.08940667110123,40.08477971894563,59.461652240646764,33.426143772582975,54.995,23.41690384508399
1.5416666666666667,14.740075737104611,473.33027157491165,0.05159092956205487,0.0030617584216413754,32.111793725958684,40.105924569865465,59.538390673630445,33.400632982097356,54.99375,23.399032093801374
1.85,14.729781142533657,473.32965825576446,0.06188552413300914,0.003675077568840426,32.134194912711884,40.12707659913722,59.61527104280128,33.375114267338425,54.9925,23.381154791117215
2.158333333333333,14.719494417451974,473.3290446138779,0.07217224921469127,0.004288719455386886,32.156610219756026,40.148235787918175,59.69229366164946,33.34958764987889,54.99125,23.363271952144856
2.466666666666667,14.709215564292897,473.3284306491447,0.0824511023737697,0.004902684188576324,32.17903963540822,40.16940211730794,59.76945884442222,33.32405315135804,54.99,23.34538359204375
2.7750000000000004,14.698944585483071,473.3278163614579,0.09272208118359504,0.00551697187540966,32.2014831479074,40.190575568348386,59.8467669061263,33.2985107934814,54.98875,23.327489726019493
3.0833333333333335,14.688681483442446,473.3272017507107,0.10298518322422055,0.006131582622592264,32.223940745414104,40.211756122023374,59.92421816253061,33.272960598020155,54.9875,23.309590369324045
3.3916666666666666,14.678426260584244,473.32658681679675,0.1132404060824224,0.0067465165365330655,32.24641241601039,40.23294375925892,60.00181293016763,33.247402586811575,54.98625,23.291685537255624
3.7,14.668178919314945,473.32597155960997,0.12348774735172027,0.007361773723343656,32.26889814769971,40.25413846092314,60.07955152633537,33.22183678175893,54.985,23.273775245158728
4.008333333333334,14.65793946203427,473.32535597904445,0.13372720463239748,0.007977354288837387,32.29139792840672,40.27534020782621,60.15743426909921,33.19626320483161,54.98375,23.255859508424148
4.316666666666666,14.647707891135145,473.3247400749948,0.14395877553152178,0.008593258338528463,32.313911745977194,40.296548980720424,60.23546147729383,33.17068187806509,54.9825,23.23793834248897
4.625,14.637484209003699,473.3241238473557,0.15418245766296754,0.009209485977630959,32.336439588177875,40.317764760300065,60.313633470525204,33.14509282356099,54.98125,23.220011762836666
4.933333333333334,14.627268418019234,473.3235072960222,0.16439824864743124,0.009826037311058116,32.35898144269631,40.33898752720151,60.391950569172245,33.119496063487084,54.98,23.202079784996958
5.241666666666667,14.617060520554212,473.32289042088985,0.17460614611245392,0.010442912443421389,32.38153729714075,40.360217262003104,60.470413094389144,33.093891620077294,54.97875,23.184142424546028
5.550000000000001,14.606860518974225,473.3222732218543,0.18480614769244239,0.011060111479029478,32.40410713904001,40.381453945225246,60.549021368106864,33.06827951563178,54.9775,23.166199697106343
5.858333333333333,14.596668415637977,473.3216556988114,0.1949982510286897,0.01167763452188745,32.42669095584329,40.40269755733027,60.62777571303543,33.042659772516835,54.97625,23.14825161834681
6.166666666666667,14.58648421289727,473.3210378516576,0.2051824537693957,0.012295481675695826,32.449288734920124,40.42394807872256,60.70667645266567,33.01703241316504,54.975,23.13029820398266
6.4750000000000005,14.57630791309698,473.32041968028943,0.21535875356968714,0.012913653043849681,32.47190046356016,40.445205489748396,60.78572391127118,32.99139746007516,54.97375,23.1123394697756
6.783333333333333,14.566139518575028,473.3198011846039,0.22552714809163826,0.013532148729437747,32.4945261289731,40.46646977069605,60.86491841391038,32.965754935812235,54.9725,23.0943754315337
7.091666666666667,14.555979031662375,473.31918236449803,0.23568763500429132,0.014150968835241529,32.5171657182885,40.487740901795725,60.94426028642821,32.94010486300762,54.97125,23.07640610511149
7.4,14.54582645468299,473.31856321986953,0.24584021198367667,0.014770113463734367,32.53981921855571,40.50901886321956,61.02374985545843,32.91444726435889,54.97,23.058431506409924
7.708333333333334,14.535681789953832,473.3179437506162,0.2559848767128335,0.015389582717080571,32.56248661674366,40.530303635081594,61.1033874484253,32.888782162629965,54.96875,23.040451651376404
8.016666666666667,14.525545039784836,473.3173239566362,0.2661216268818301,0.016009376697134505,32.58516789974081,40.55159519743779,61.18317339354571,32.86310958065104,54.9675,23.02246655600479
8.325000000000001,14.515416206478882,473.31670383782784,0.27625046018778443,0.01662949550543969,32.60786305435495,40.572893530286,61.26310801983103,32.837429541318684,54.96625,23.00447623633541
8.633333333333333,14.505295292331782,473.3160833940901,0.28637137433488435,0.017249939243227888,32.63057206731313,40.594198613566,61.3431916570892,32.81174206759578,54.965,22.986480708455044
8.941666666666666,14.495182299632258,473.31546262532186,0.2964843670344084,0.01787070801141823,32.65329492526147,40.61551042715938,61.4234246359266,32.78604718251157,54.96375,22.968479988497002
9.25,14.48507723066192,473.3148415314227,0.30658943600474586,0.018491801910616286,32.67603161476508,40.63682895088965,61.50380728775012,32.76034490916163,54.9625,22.950474092641052
9.558333333333334,14.474980087695249,473.31422011229216,0.31668657897141755,0.01911322104111318,32.6987821223079,40.65815416452219,61.584339944769084,32.73463527070799,54.96125,22.93246303711347
9.866666666666667,14.46489087299957,473.3135983678304,0.32677579366709597,0.019734965502884665,32.721546434292584,40.6794860477642,61.66502293999729,32.70891829037896,54.96,22.914446838187033
10.175,14.45480958883504,473.3129762979377,0.3368570778316261,0.020357035395590264,32.74432453704038,40.70082458026478,61.74585660725501,32.683193991469324,54.95875,22.89642551218102
10.483333333333334,14.44473623745462,473.3123539025147,0.34693042921204564,0.02097943081857232,32.76711641679097,40.72216974161483,61.82684128117094,32.65746239734021,54.9575,22.878399075461274
10.791666666666668,14.43467082110406,473.31173118146245,0.35699584556260544,0.02160215187085513,32.78992205970239,40.743521511347126,61.90797729718426,32.63172353141921,54.95625,22.860367544440088
11.100000000000001,14.424613342021877,473.3111081346822,0.36705332464479024,0.02222519865114401,32.81274145185086,40.764879868936255,61.98926499154659,32.605977417200286,54.955,22.84233093557637
11.408333333333333,14.414563802439327,473.3104847620755,0.37710286422733874,0.022848571257824406,32.83557457923068,40.786244793798666,62.07070470132409,32.58022407824389,54.95375,22.82428926537549
11.716666666666667,14.4045222045804,473.30986106354436,0.38714446208626463,0.023472269788961032,32.8584214277541,40.80761626529261,62.15229676439942,32.5544635381768,54.9525,22.806242550389392
12.025,14.394488550661789,473.309237038991,0.39717811600487646,0.02409629434229688,32.88128198325119,40.828994262718176,62.23404151947381,32.52869582069232,54.95125,22.788190807216544
12.333333333333334,14.384462842892868,473.308612688318,0.4072038237737987,0.024720645015252396,32.90415623146972,40.850378765317274,62.31593930606896,32.50292094955018,54.95,22.77013405250198
12.641666666666667,14.374445083475674,473.3079880114284,0.41722158319099173,0.02534532190492453,32.927044158075056,40.87176975227366,62.39799046452939,32.47713894857648,54.94875,22.752072302937258
12.950000000000001,14.364435274604894,473.3073630082252,0.4272313920617726,0.025970325108085866,32.949945748649974,40.89316720271285,62.48019533602404,32.451349841663884,54.9475,22.734005575260518
13.258333333333335,14.354433418467831,473.30673767861214,0.4372332481988354,0.026595654721183675,32.972860988694606,40.914571095702264,62.562554262548645,32.42555365277142,54.94625,22.715933886256423
13.566666666666666,14.344439517244394,473.306112022493,0.4472271494222719,0.02722131084033906,32.99578986362629,40.9359814102511,62.64506758692781,32.39975040592459,54.945,22.697857252756187
13.875,14.334453573107075,473.30548603977195,0.45721309355959205,0.027847293561346038,33.01873235877943,40.95739812531037,62.72773565281671,32.37394012521538,54.94375,22.67977569163761
14.183333333333334,14.324475588220922,473.3048597303536,0.46719107844574415,0.0284736029796706,33.0416884594054,40.97882121977292,62.8105588047036,32.34812283480217,54.9425,22.66168921982502
14.491666666666667,14.31450556474353,473.30423309414283,0.4771611019231357,0.02910023919044985,33.064658150672415,41.00025067247343,62.893537387911564,32.32229855890984,54.94125,22.643597854289304
14.8,14.304543504825013,473.30360613104483,0.48712316184165366,0.0297272022884911,33.08764141766541,41.02168646218842,62.976671748600694,32.29646732182974,54.94,22.6255016120479
15.108333333333334,14.294589410607982,473.302978840965,0.4970772560586852,0.030354492368270945,33.11063824538591,41.0431285676362,63.05996223377021,32.27062914791961,54.93875,22.60740051016483
15.416666666666668,14.284643284227528,473.30235122380935,0.5070233824391377,0.03098210952393435,33.13364861875192,41.06457696747698,63.14340919126049,32.24478406160369,54.9375,22.589294565750613
15.725000000000001,14.274705127811206,473.301723279484,0.51696153885546,0.0316100538492938,33.156672522597816,41.086031640312754,63.22701296975508,32.21893208737266,54.93625,22.571183795962362
16.033333333333335,14.264774943479004,473.30109500789547,0.5268917231876623,0.03223832543782834,33.17970994167421,41.10749256468738,63.31077391878302,32.19307324978359,54.935,22.553068218003745
16.34166666666667,14.254852733343329,473.3004664089506,0.5368139333233364,0.0328669243826827,33.20276086064783,41.12895971908657,63.3946923887206,32.16720757346008,54.93375,22.53494784912492
16.650000000000002,14.244938499508988,473.29983748255665,0.5467281671576771,0.033495850776666364,33.22582526410142,41.15043308193792,63.47876873079382,32.141335083092095,54.9325,22.516822706622634
