cycle,step,time_s,pressure_kpa,co2_partial_kpa,co2_mole_fraction,co2_loading_cm3_stp_g,n2_loading_cm3_stp_g,open_fraction,solid_volume_l,co2_rate_cm3_stp_g_s
1,adsorption,0.0,99.99999999999999,5.0,0.05,1.0,1.0,0.0,1.0,0.0
1,adsorption,2.0,100.04629012214035,8.64784785308865,0.08643846605937136,1.0685249198322224,1.0,0.07254515468758103,1.003627257734379,0.055214722259668766
1,adsorption,4.0,100.04711012665757,9.41171297450096,0.09407281192416177,1.1663182955142928,1.0,0.05939494912952889,1.0029697474564765,0.04300169441074669
1,adsorption,6.0,100.04720883414173,10.018859598101521,0.10014132043114554,1.2477197056667855,1.0,0.059663660177628995,1.0029831830088813,0.04158326082521491
1,adsorption,8.0,100.04726966719655,10.070930986888138,0.10066172740534259,1.3295493335401223,1.0,0.06079477983968553,1.0030397389919843,0.04082894160415227
1,adsorption,10.0,100.04726079015076,10.074681435691641,0.10069922310839971,1.4114702554847003,1.0,0.0630711550721381,1.0031535577536068,0.04096609584657372
1,adsorption,12.0,100.04726155752252,10.075424130023507,0.10070664577091505,1.4933870064149595,1.0,0.065151671381311,1.0032575835690658,0.040950563549123395
1,adsorption,14.0,100.04726291024198,10.077601535911713,0.1007284081819699,1.575265317328169,1.0,0.06722560335028838,1.0033612801675145,0.04093066426666155
1,adsorption,16.0,100.04726397781417,10.079694856993623,0.10074933042875446,1.657111045160359,1.0,0.06930381908233102,1.0034651909541166,0.040914757981011025
1,adsorption,18.0,100.0472650618499,10.081763199981411,0.10077000299557212,1.7389243702473722,1.0,0.07138079600665709,1.003569039800333,0.04089853348024509
1,adsorption,20.0,100.04726615016125,10.08383521194733,0.10079071223008203,1.820705151478427,1.0,0.07345687434765678,1.0036728437173827,0.04088225896160376
1,adsorption,22.0,100.04726723724028,10.085906442514878,0.10081141365509115,1.9024534130527426,1.0,0.0755321425734616,1.0037766071286731,0.0408660029462452
