cycle,step,time_s,pressure_kpa,co2_partial_kpa,co2_mole_fraction,co2_loading_cm3_stp_g,n2_loading_cm3_stp_g,open_fraction,solid_volume_l,co2_rate_cm3_stp_g_s
1,purge,926.0,100.05286578646161,10.159469324946638,0.1015410127944715,9.785853085312958,1.0,0.17033570080989816,1.0085167850404948,-0.04285521507453857
1,purge,928.0,100.05286451260932,10.157301356574647,0.1015193458583543,9.700161706007497,1.0,0.16816290810959725,1.0084081454054798,-0.04283616579466411
1,purge,930.0,100.05286323938377,10.155134350462877,0.10149768853856764,9.614508415887618,1.0,0.16599108003807586,1.008299554001904,-0.04281712588805318
1,purge,932.0,100.05286196678463,10.152968306139044,0.1014760408303923,9.528893196212218,1.0,0.16382021612175696,1.0081910108060879,-0.04279809534927395
1,purge,934.0,100.05286069481166,10.150803223131481,0.1014544027291152,9.443316028251079,1.0,0.16165031588735057,1.0080825157943678,-0.04277907417288812
1,purge,936.0,100.05285942346433,10.148639100968227,0.10143277423002041,9.35777689328484,1.0,0.1594813788618285,1.0079740689430914,-0.04276006235347054
1,purge,938.0,100.05285815274229,10.146475939178178,0.10141115532840055,9.27227577260499,1.0,0.1573134045724471,1.0078656702286224,-0.042741059885591064
1,purge,940.0,100.05285688264537,10.14431373729005,0.10138954601954626,9.186812647513882,1.0,0.1551463925467329,1.0077573196273366,-0.04272206676382598
1,purge,942.0,100.052855613173,10.142152494832974,0.10136794629875266,9.101387499324696,1.0,0.15298034231247348,1.0076490171156236,-0.0427030829827646
1,purge,944.0,100.05285434432497,10.139992211336555,0.10134635616131926,9.016000309361445,1.0,0.15081525339774193,1.0075407626698871,-0.04268410853699018
1,purge,946.0,100.05285307610075,10.137832886330479,0.10132477560254666,8.930651058958972,1.0,0.14865112533089384,1.0074325562665447,-0.04266514342108225
1,purge,948.0,100.0528518085001,10.135674519344386,0.10130320461773483,8.845339729462939,1.0,0.14648795764052688,1.0073243978820263,-0.04264618762964782
1,purge,950.0,100.05285054152263,10.133517109909022,0.10128164320219485,8.76006630222981,1.0,0.14432574985553376,1.0072162874927766,-0.04262724115727983
1,purge,952.0,100.05284927516796,10.131360657554648,0.10126009135123293,8.674830758626854,1.0,0.14216450150508328,1.007108225075254,-0.04260830399857212
1,purge,954.0,100.05284800943579,10.129205161811862,0.10123854906015865,8.589633080032138,1.0,0.14000421211858982,1.0070002106059295,-0.04258937614814269
1,purge,956.0,100.05284674432572,10.127050622212153,0.10121701632429049,8.504473247834497,1.0,0.13784488122576039,1.006892244061288,-0.04257045760059685
1,purge,958.0,100.05284547983742,10.124897038286544,0.10119549313894233,8.419351243433557,1.0,0.13568650835657162,1.0067843254178286,-0.04255154835054526
1,purge,960.0,100.05284421597044,10.12274440956687,0.10117397949943614,8.33426704823972,1.0,0.1335290930412819,1.0066764546520641,-0.04253264839259449
1,purge,962.0,100.05284295272449,10.120592735584585,0.10115247540109,8.249220643674152,1.0,0.13137263481039102,1.0065686317405198,-0.04251375772137804
1,purge,964.0,100.05284169009919,10.1184420158722,0.10113098083923265,8.164212011168756,1.0,0.12921713319467612,1.006460856659734,-0.04249487633152772
1,purge,966.0,100.05284042809419,10.116292249962198,0.10110949580919253,8.079241132166187,1.0,0.12706258772521356,1.0063531293862606,-0.04247600421765715
1,purge,968.0,100.05283916670913,10.114143437386936,0.10108802030629677,7.994307988119851,1.0,0.12490899793333309,1.0062454498966666,-0.0424571413743972
1,purge,970.0,100.05283790594363,10.111995577679497,0.1010665543258798,7.909412560493885,1.0,0.12275636335062452,1.0061378181675311,-0.04243828779639057
1,purge,972.0,100.05283664579741,10.109848670373136,0.10104509786327767,7.824554830763145,1.0,0.12060468350895165,1.0060302341754477,-0.04241944347828062
1,purge,974.0,100.05283538627005,10.107702715001356,0.10102365091382916,7.739734780412979,1.0,0.11845395794044992,1.0059226978970226,-0.04240060841470864
1,purge,976.0,100.05283412736118,10.105557711097793,0.10100221347287407,7.654952390939697,1.0,0.11630418617752754,1.0058152093088764,-0.04238178260032245
1,purge,978.0,100.05283286907044,10.103413658196677,0.10098078553575836,7.570207643849879,1.0,0.1141553677528589,1.005707768387643,-0.042362966029767635
1,purge,980.0,100.05283161139747,10.101270555831988,0.10095936709782542,7.485500520661595,1.0,0.11200750219939563,1.0056003751099698,-0.04234415869770329
1,purge,982.0,100.05283035434205,10.099128403538458,0.10093795815442597,7.4008310029034545,1.0,0.10986058905034508,1.0054930294525173,-0.042325360598799926
1,purge,984.0,100.0528290979036,10.096987200851238,0.10091655870091533,7.316199072114717,1.0,0.10771462783921883,1.005385731391961,-0.04230657172770364
1,purge,986.0,100.05282784208187,10.094846947304807,0.10089516873264176,7.231604709845044,1.0,0.10556961809976509,1.0052784809049882,-0.04228779207908411
1,purge,988.0,100.05282658687656,10.092707642434963,0.10087378824496673,7.147047897655049,1.0,0.10342555936600487,1.0051712779683002,-0.04226902164761717
1,purge,990.0,100.05282533228723,10.090569285777201,0.10085241723324882,7.062528617115426,1.0,0.10128245117221821,1.005064122558611,-0.04225026042797831
1,purge,992.0,100.05282407831353,10.088431876867453,0.10083105569285097,6.978046849807674,1.0,0.09914029305296161,1.004957014652648,-0.0422315084148434
1,purge,994.0,100.05282282495516,10.086295415241828,0.10080970361913773,6.893602577324081,1.0,0.09699908454305953,1.004849954227153,-0.042212765602895184
1,purge,996.0,100.05282157221171,10.08415990043687,0.1007883610074781,6.8091957812676185,1.0,0.09485882517761238,1.0047429412588806,-0.042194031986814706
1,purge,998.0,100.05282032008287,10.082025331989005,0.10076702785323997,6.724826443251865,1.0,0.09271951449196915,1.0046359757245984,-0.04217530756130135
1,purge,1000.0,100.0528190685683,10.079891709435554,0.10074570415179998,6.640494544901001,1.0,0.09058115202176083,1.0045290576010881,-0.04215659232104657
1,purge,1002.0,100.05281781766753,10.077759032313644,0.10072438989853306,6.55620006784982,1.0,0.08844373730289633,1.0044221868651448,-0.04213788626073725
1,purge,1004.0,100.05281656738033,10.075627300160479,0.10070308508881479,6.471942993743715,1.0,0.0863072698715262,1.0043153634935764,-0.04211918937508387
1,purge,1006.0,100.05281531770629,10.073496512514192,0.10068178971802996,6.38772330423867,1.0,0.08417174926407539,1.0042085874632039,-0.0421005016587946
1,purge,1008.0,100.052814068645,10.07136666891281,0.10066050378156251,6.30354098100105,1.0,0.08203717501725064,1.0041018587508626,-0.0420818231065655
1,purge,1010.0,100.05281282019624,10.069237768894059,0.10063922727479306,6.219396005708039,1.0,0.07990354666799591,1.0039951773333997,-0.04206315371312396
1,purge,1012.0,100.05281157235963,10.067109811997351,0.10061796019311936,6.135288360046953,1.0,0.07777086375353141,1.0038885431876765,-0.042044493473184556
1,purge,1014.0,100.05281032513471,10.064982797760969,0.10059670253192776,6.051218025716468,1.0,0.07563912581138187,1.0037819562905692,-0.042025842381451496
1,purge,1016.0,100.05280907852121,10.062856725723819,0.10057545428661091,5.9671849844256855,1.0,0.07350833237929488,1.0036754166189648,-0.042007200432663684
1,purge,1018.0,100.05280783251875,10.060731595425988,0.10055421545257313,5.883189217894218,1.0,0.07137848299530744,1.0035689241497654,-0.04198856762154456
1,purge,1020.0,100.05280658712702,10.058607406406443,0.10053298602520765,5.799230707851953,1.0,0.06924957719771198,1.0034624788598856,-0.041969943942823704
1,purge,1022.0,100.05280534234555,10.056484158205263,0.10051176599991882,5.715309436039585,1.0,0.06712161452506445,1.0033560807262532,-0.041951329391241424
