case,css,cycles,working_capacity,product_mol,purity,recovery,temperature_min_k,temperature_max_k,max_volume_l,max_length_um,k_min_s,k_max_s,total_pressure_min_kpa,total_pressure_max_kpa,mass_error_mol,energy_error_j
baseline,True,5,12.149650732359241,0.8151505934146357,0.9023378294072598,0.18099034488108282,288.7934604421786,302.5748542352338,1.016532873981473,10.054808632503962,0.01648969281404332,0.021765444312031923,5.0000004040109225,100.0489208135682,1.803634156496937e-12,5.212050382397138e-07
refined,True,5,12.149650677607102,0.8151505897459295,0.902337828794688,0.18099034405591102,288.7934604655116,302.574854226786,1.0165328739116926,10.05480863227389,0.016489692822530787,0.021765444305263962,5.000000404010882,100.04892081356765,5.0809188162413785e-12,9.026734915096313e-09
long_contact,True,3,30.022349403805887,2.011161880475953,0.9578254011384898,0.14893281568307268,283.6489392499401,302.59605391665315,1.0393594963706492,10.129513699932797,0.014534480538008465,0.02178797612319144,5.000000000486876,100.04904282609088,6.136552847416931e-12,3.2652828849677462e-06
fixed_geometry,True,5,12.1501776564573,0.8152721169989086,0.9017788857872993,0.18101732510390445,288.7931521120669,302.5750682421767,1.0,10.0,0.016489583951869773,0.021917186049958487,5.000000403629081,100.04891995972486,1.574313558883782e-12,5.989950295770541e-07
fixed_gate_temperature,True,3,23.39979347743311,1.5672603401605638,0.9462892008881096,0.34798242486331843,281.8738267687269,307.9328704796844,1.031960199465811,10.105418781171974,0.014145272331892788,0.02383243405908477,5.0000016070555935,100.04756433652909,9.52654303370843e-13,5.281423909764271e-06
