cycle,step,co2_in_mol,n2_in_mol,co2_out_mol,n2_out_mol
1,adsorption,13.50381890658721,76.52164047065973,11.47822245667783,76.49105383723182
1,evacuation,0.0,0.0,1.967569375496474,0.08857817559827197
2,adsorption,13.503819614093807,76.52164447986071,11.492688806939892,76.43309563165694
2,evacuation,0.0,0.0,2.011130684279685,0.0885547218322813
3,adsorption,13.50381963338209,76.521644589169,11.492657752824059,76.433089888332
3,evacuation,0.0,0.0,2.011161880475953,0.08855470470277282
