time_s,z_m,component,concentration_mol_m3,loading_mol_kg,pressure_pa
50.0,0.8250000000000001,CO2,8.540918793619244e-11,8.858523904567795e-13,499983.3477637705
50.0,0.8250000000000001,N2,5.176325321413415,0.0011010597325110088,499983.3477637705
50.0,0.875,CO2,1.6193045247777188e-11,1.6296704881949904e-13,499982.3385373323
50.0,0.875,N2,3.2999764418045223,0.000649475422595749,499982.3385373323
50.0,0.925,CO2,3.0559377210633674e-12,2.9870201622639164e-14,499981.3293108942
50.0,0.925,N2,2.044377199818894,0.00037249586140839305,499981.3293108942
50.0,0.9750000000000001,CO2,5.863700703135858e-13,5.568817102454118e-15,499980.320084456
50.0,0.9750000000000001,N2,1.2710087233558545,0.0002147974819029558,499980.320084456
100.0,0.025,CO2,12.212254034992615,0.31594238623870613,499999.49538678094
100.0,0.025,N2,163.51445990990365,0.15488767830090572,499999.49538678094
100.0,0.07500000000000001,CO2,3.706745160131816,0.10602011315719163,499998.48616034276
100.0,0.07500000000000001,N2,155.19107231740267,0.14593847815076397,499998.48616034276
100.0,0.125,CO2,0.9729223718351553,0.02736223144588966,499997.47693390463
100.0,0.125,N2,146.5830061630295,0.1365865217388159,499997.47693390463
100.0,0.17500000000000002,CO2,0.23941692228484904,0.006360723721510203,499996.46770746645
100.0,0.17500000000000002,N2,137.7272593602413,0.126980363505722,499996.46770746645
100.0,0.225,CO2,0.05688837260475576,0.0014207872552050727,499995.4584810283
100.0,0.225,N2,128.67156841859187,0.11722254740164602,499995.4584810283
100.0,0.275,CO2,0.013194467537605656,0.00031104141516862487,499994.44925459014
100.0,0.275,N2,119.47352815971752,0.10740535373160287,499994.44925459014
100.0,0.325,CO2,0.0030022940316529767,6.715367840525843e-05,499993.440028152
100.0,0.325,N2,110.19984575837618,0.09762040332240758,499993.440028152
100.0,0.375,CO2,0.0006722544338820077,1.4334295043473106e-05,499992.43080171384
100.0,0.375,N2,100.92528054054644,0.08796138618194779,499992.43080171384
100.0,0.42500000000000004,CO2,0.0001484487585162526,3.0294408446704186e-06,499991.4215752757
100.0,0.42500000000000004,N2,91.73106140620912,0.07852396384898237,499991.4215752757
100.0,0.47500000000000003,CO2,3.238229435634276e-05,6.345690695886296e-07,499990.41234883753
100.0,0.47500000000000003,N2,82.70269380947504,0.06940405577537438,499990.41234883753
100.0,0.525,CO2,6.987261561762654e-06,1.3185174215834315e-07,499989.4031223994
100.0,0.525,N2,73.92716759637854,0.06069500880035264,499989.4031223994
100.0,0.5750000000000001,CO2,1.4929639987332586e-06,2.7194641601859338e-08,499988.3938959612
100.0,0.5750000000000001,N2,65.48967426025547,0.05248398676592404,499988.3938959612
100.0,0.625,CO2,3.161763401861118e-07,5.57090663737195e-09,499987.3846695231
100.0,0.625,N2,57.47003806160623,0.044847937188684496,499987.3846695231
100.0,0.675,CO2,6.641709091940728e-08,1.1340500220601623e-09,499986.3754430849
100.0,0.675,N2,49.93914668016835,0.037849563888020854,499986.3754430849
100.0,0.7250000000000001,CO2,1.3847916885445174e-08,2.2950493127136693e-10,499985.3662166468
100.0,0.7250000000000001,N2,42.95571403805958,0.031533798909205255,499985.3662166468
100.0,0.775,CO2,2.8673938228094933e-09,4.6192466406320286e-11,499984.3569902086
100.0,0.775,N2,36.5637293702753,0.025925290387567676,499984.3569902086
100.0,0.8250000000000001,CO2,5.899300557131405e-10,9.249444050127739e-12,499983.3477637705
100.0,0.8250000000000001,N2,30.79114834410964,0.021027474895418983,499983.3477637705
100.0,0.875,CO2,1.2064510820448836e-10,1.843126442290359e-12,499982.3385373323
100.0,0.875,N2,25.652532491458384,0.016824906075592765,499982.3385373323
100.0,0.925,CO2,2.4537641247184323e-11,3.656420665032101e-13,499981.3293108942
100.0,0.925,N2,21.177499172923003,0.013302688888183036,499981.3293108942
100.0,0.9750000000000001,CO2,5.076374935896046e-12,7.382378737393143e-14,499980.320084456
100.0,0.9750000000000001,N2,17.6512843234281,0.010615072481803507,499980.320084456
150.0,0.025,CO2,14.879785747101895,0.4389500929027517,499999.49538678094
150.0,0.025,N2,166.0284364267111,0.1995154626517118,499999.49538678094
150.0,0.07500000000000001,CO2,5.328538173071497,0.1745402724228119,499998.48616034276
150.0,0.07500000000000001,N2,160.1983938508894,0.19144771402832383,499998.48616034276
150.0,0.125,CO2,1.5767481841373603,0.05208190279958529,499997.47693390463
150.0,0.125,N2,154.0426250088795,0.18292590983554455,499997.47693390463
150.0,0.17500000000000002,CO2,0.42659446707097104,0.013510684506698213,499996.46770746645
150.0,0.17500000000000002,N2,147.57267135672754,0.17403775570475014,499996.46770746645
150.0,0.225,CO2,0.1101513918446532,0.003303592814538441,499995.4584810283
150.0,0.225,N2,140.80688176254225,0.16484130932299484,499995.4584810283
150.0,0.275,CO2,0.027587334941104817,0.0007843114018309598,499994.44925459014
150.0,0.275,N2,133.77026389325385,0.15538934285817582,499994.44925459014
150.0,0.325,CO2,0.006749321650531336,0.00018263610125257085,499993.440028152
150.0,0.325,N2,126.4946081842879,0.1457364583014552,499993.440028152
150.0,0.375,CO2,0.0016194869136631758,4.188550347689987e-05,499992.43080171384
150.0,0.375,N2,119.0186116990694,0.13594181217103765,499992.43080171384
150.0,0.42500000000000004,CO2,0.0003821607178051898,9.481672803185927e-06,499991.4215752757
150.0,0.42500000000000004,N2,111.38786360729912,0.12607013060830752,499991.4215752757
150.0,0.47500000000000003,CO2,8.887134952895647e-05,2.1218409842233547e-06,499990.41234883753
150.0,0.47500000000000003,N2,103.65459263269163,0.11619177596584401,499990.41234883753
150.0,0.525,CO2,2.0400321806158094e-05,4.69960976363479e-07,499989.4031223994
150.0,0.525,N2,95.87709250353116,0.10638211178335263,499989.4031223994
150.0,0.5750000000000001,CO2,4.628643752423619e-06,1.0312243673649448e-07,499988.3938959612
150.0,0.5750000000000001,N2,88.11875489104983,0.09672025501714174,499988.3938959612
150.0,0.625,CO2,1.0391923374961428e-06,2.2435755087531416e-08,499987.3846695231
150.0,0.625,N2,80.44666223905739,0.08728726645815077,499987.3846695231
150.0,0.675,CO2,2.310848555663586e-07,4.843126442267029e-09,499986.3754430849
150.0,0.675,N2,72.92973281968528,0.07816384107350342,499986.3754430849
150.0,0.7250000000000001,CO2,5.093639024811446e-08,1.037930281666196e-09,499985.3662166468
150.0,0.7250000000000001,N2,65.63647260555378,0.06942760215050475,499985.3662166468
150.0,0.775,CO2,1.1136926790299111e-08,2.209497497675203e-10,499984.3569902086
150.0,0.775,N2,58.632510614067776,0.06115020001624502,499984.3569902086
150.0,0.8250000000000001,CO2,2.416813117311742e-09,4.674116346676635e-11,499983.3477637705
150.0,0.8250000000000001,N2,51.97862013254634,0.05339485172822673,499983.3477637705
150.0,0.875,CO2,5.208218165248818e-10,9.830168349131861e-12,499982.3385373323
150.0,0.875,N2,45.73368872746353,0.04621837343861349,499982.3385373323
150.0,0.925,CO2,1.1152357238826965e-10,2.0563242130319513e-12,499981.3293108942
150.0,0.925,N2,39.99689816371982,0.039711837135504614,499981.3293108942
150.0,0.9750000000000001,CO2,2.4291221595294666e-11,4.3779381643370736e-13,499980.320084456
150.0,0.9750000000000001,N2,35.261930453225006,0.03437941592225219,499980.320084456
200.0,0.025,CO2,17.28554603024022,0.5407194981587847,499999.49538678094
200.0,0.025,N2,167.75482837756596,0.23003182239164968,499999.49538678094
200.0,0.07500000000000001,CO2,7.125796973462954,0.24848063866186662,499998.48616034276
200.0,0.07500000000000001,N2,163.6769103849427,0.22320139975101475,499998.48616034276
200.0,0.125,CO2,2.34067971314733,0.08450058022960162,499997.47693390463
200.0,0.125,N2,159.28951877242682,0.2159288342210687,499997.47693390463
200.0,0.17500000000000002,CO2,0.6856364842073064,0.024160252055993744,499996.46770746645
200.0,0.17500000000000002,N2,154.59145633409702,0.20826328962530372,499996.46770746645
200.0,0.225,CO2,0.18944890532182515,0.006378568479182351,499995.4584810283
200.0,0.225,N2,149.58559418369575,0.20023428240673444,499995.4584810283
200.0,0.275,CO2,0.050483861529847726,0.0016191096473846766,499994.44925459014
200.0,0.275,N2,144.2788872975759,0.19186808044764234,499994.44925459014
200.0,0.325,CO2,0.01309558947459954,0.00040103632548103726,499993.440028152
200.0,0.325,N2,138.68263062160753,0.1831926884304566,499993.440028152
200.0,0.375,CO2,0.0033229918805503873,9.750151893654269e-05,499992.43080171384
200.0,0.375,N2,132.81279092530247,0.17424000496151373,499992.43080171384
200.0,0.42500000000000004,CO2,0.0008274484616028121,2.3338054223367142e-05,499991.4215752757
200.0,0.42500000000000004,N2,126.6903389342596,0.16504694543172616,499991.4215752757
200.0,0.47500000000000003,CO2,0.00020266525614035156,5.510512309768402e-06,499990.41234883753
200.0,0.47500000000000003,N2,120.34152917742104,0.15565604330470872,499990.41234883753
200.0,0.525,CO2,4.891595354146015e-05,1.2853855950910583e-06,499989.4031223994
200.0,0.525,N2,113.79808005009518,0.14611569392189958,499989.4031223994
200.0,0.5750000000000001,CO2,1.165234967299783e-05,2.965558625883387e-07,499988.3938959612
200.0,0.5750000000000001,N2,107.09720625887438,0.13648008808039339,499988.3938959612
200.0,0.625,CO2,2.7429459239573504e-06,6.77396884930541e-08,499987.3846695231
200.0,0.625,N2,100.28145493111164,0.12680883963249506,499987.3846695231
200.0,0.675,CO2,6.387420146765206e-07,1.5332406566607266e-08,499986.3754430849
200.0,0.675,N2,93.39829947235593,0.1171662949325599,499986.3754430849
200.0,0.7250000000000001,CO2,1.4727679775525323e-07,3.441305027477059e-09,499985.3662166468
200.0,0.7250000000000001,N2,86.49946262459672,0.10762051607739236,499985.3662166468
200.0,0.775,CO2,3.365002230513319e-08,7.663994727273981e-10,499984.3569902086
200.0,0.775,N2,79.64003589259337,0.09824200788141603,499984.3569902086
200.0,0.8250000000000001,CO2,7.62387135941784e-09,1.6945155511056796e-10,499983.3477637705
200.0,0.8250000000000001,N2,72.87811457872661,0.08910288354112017,499983.3477637705
200.0,0.875,CO2,1.7138215406705672e-09,3.7213909101393726e-11,499982.3385373323
200.0,0.875,N2,66.28055553700568,0.08028240491917595,499982.3385373323
200.0,0.925,CO2,3.825205002735892e-10,8.122449533207362e-12,499981.3293108942
200.0,0.925,N2,59.9778780740202,0.07192954096405246,499981.3293108942
200.0,0.9750000000000001,CO2,8.684244236669266e-11,1.8042318929261741e-12,499980.320084456
200.0,0.9750000000000001,N2,54.59802987795185,0.06481214465569066,499980.320084456
250.0,0.025,CO2,19.40031738241787,0.6239913129169001,499999.49538678094
250.0,0.025,N2,168.93989237965386,0.25089891897095534,499999.49538678094
250.0,0.07500000000000001,CO2,9.046124027623096,0.3244287539901837,499998.48616034276
250.0,0.07500000000000001,N2,166.09045990018268,0.24533774006295778,499998.48616034276
250.0,0.125,CO2,3.272471720489724,0.12440348717584632,499997.47693390463
250.0,0.125,N2,162.97106981466234,0.23937480544724415,499997.47693390463
250.0,0.17500000000000002,CO2,1.0294536962387828,0.03894200970776931,499996.46770746645
250.0,0.17500000000000002,N2,159.57458095243695,0.233035481926221,499996.46770746645
250.0,0.225,CO2,0.30165405894748337,0.011013973090014135,499995.4584810283
250.0,0.225,N2,155.8961702923213,0.22633189607024917,499995.4584810283
250.0,0.275,CO2,0.08475550268887835,0.002963348079892118,499994.44925459014
250.0,0.275,N2,151.9333703147914,0.21927389974042022,499994.44925459014
250.0,0.325,CO2,0.02310860230626255,0.0007739606585335602,499993.440028152
250.0,0.325,N2,147.68628730550697,0.21187246637182972,499993.440028152
250.0,0.375,CO2,0.006149858893115033,0.000197806070576818,499992.43080171384
250.0,0.375,N2,143.15789819411782,0.20414124841736894,499992.43080171384
250.0,0.42500000000000004,CO2,0.0016032273465092074,4.9661263398408415e-05,499991.4215752757
250.0,0.42500000000000004,N2,138.35438415929724,0.1960974958436767,499991.4215752757
250.0,0.47500000000000003,CO2,0.000410469637924536,1.2276578497778007e-05,499990.41234883753
250.0,0.47500000000000003,N2,133.28547534626506,0.18776268360540965,499990.41234883753
250.0,0.525,CO2,0.00010341870788878735,2.9934030075713585e-06,499989.4031223994
250.0,0.525,N2,127.96478459938643,0.17916296463031967,499989.4031223994
250.0,0.5750000000000001,CO2,2.5684151601159815e-05,7.209030617257074e-07,499988.3938959612
250.0,0.5750000000000001,N2,122.4101071326944,0.17032948641506848,499988.3938959612
250.0,0.625,CO2,6.296182726215307e-06,1.7167503156615734e-07,499987.3846695231
250.0,0.625,N2,116.64366058656309,0.1612985783565622,499987.3846695231
250.0,0.675,CO2,1.525253219376083e-06,4.046462800847456e-08,499986.3754430849
250.0,0.675,N2,110.69223864397722,0.1521118018488196,499986.3754430849
250.0,0.7250000000000001,CO2,3.655046609960319e-07,9.448057263233377e-09,499985.3662166468
250.0,0.7250000000000001,N2,104.58726177379843,0.14281585556182275,499985.3662166468
250.0,0.775,CO2,8.67171834613415e-08,2.186858104663221e-09,499984.3569902086
250.0,0.775,N2,98.36480418601222,0.13346241471984746,499984.3569902086
250.0,0.8250000000000001,CO2,2.0384747398115996e-08,5.020917804138973e-10,499983.3477637705
250.0,0.8250000000000001,N2,92.06640478873624,0.12410875615975196,499983.3477637705
250.0,0.875,CO2,4.7509515910172505e-09,1.144118958493774e-10,499982.3385373323
250.0,0.875,N2,85.74692631535768,0.11482647751648806,499982.3385373323
250.0,0.925,CO2,1.09865331807945e-09,2.5892296525068663e-11,499981.3293108942
250.0,0.925,N2,79.5363984808681,0.10577921551351345,499981.3293108942
250.0,0.9750000000000001,CO2,2.5840694172981577e-10,5.962922414605488e-12,499980.320084456
250.0,0.9750000000000001,N2,74.10460859625252,0.09787085261068039,499980.320084456
300.0,0.025,CO2,21.223010181344858,0.6915608303891351,499999.49538678094
300.0,0.025,N2,169.75309539743208,0.26516689894234047,499999.49538678094
300.0,0.07500000000000001,CO2,11.029814226940077,0.39938296858808475,499998.48616034276
300.0,0.07500000000000001,N2,167.7636039655219,0.26075841936060573,499998.48616034276
300.0,0.125,CO2,4.3733261900458995,0.17109557192478242,499997.47693390463
300.0,0.125,N2,165.54984337790327,0.25599943148778725,499997.47693390463
300.0,0.17500000000000002,CO2,1.471127147645066,0.058414535939859555,499996.46770746645
300.0,0.17500000000000002,N2,163.10236855005007,0.25090095775794086,499996.46770746645
300.0,0.225,CO2,0.4545636737041732,0.01761895347554107,499995.4584810283
300.0,0.225,N2,160.4129737359185,0.24546499585775164,499995.4584810283
300.0,0.275,CO2,0.13383581746354217,0.004996197532131933,499994.44925459014
300.0,0.275,N2,157.47471761947565,0.23969182252762192,499994.44925459014
300.0,0.325,CO2,0.038120904958189726,0.0013677208791883027,499993.440028152
300.0,0.325,N2,154.28207599192342,0.23358227075566748,499993.440028152
300.0,0.375,CO2,0.010578076871580413,0.00036529846993433375,499992.43080171384
300.0,0.375,N2,150.83115700504732,0.22713880343709522,499992.43080171384
300.0,0.42500000000000004,CO2,0.0028710658835479222,9.565057263413258e-05,499991.4215752757
300.0,0.42500000000000004,N2,147.11995496524358,0.22036618452470041,499991.4215752757
300.0,0.47500000000000003,CO2,0.0007643223607821454,2.4621865774178132e-05,499990.41234883753
300.0,0.47500000000000003,N2,143.14863000729008,0.21327198264490618,499990.41234883753
300.0,0.525,CO2,0.00020000340930505974,6.242967563395641e-06,499989.4031223994
300.0,0.525,N2,138.9198040514394,0.20586698943259196,499989.4031223994
300.0,0.5750000000000001,CO2,5.1532851565132964e-05,1.5615594407447915e-06,499988.3938959612
300.0,0.5750000000000001,N2,134.43886353727794,0.1981655835739972,499988.3938959612
300.0,0.625,CO2,1.309337804633801e-05,3.8580600853738963e-07,499987.3846695231
300.0,0.625,N2,129.7142584878195,0.19018605135296876,499987.3846695231
300.0,0.675,CO2,3.2845770324235177e-06,9.425074373328579e-08,499986.3754430849
300.0,0.675,N2,124.75778748160204,0.18195086489675724,499986.3754430849
300.0,0.7250000000000001,CO2,8.143869527309835e-07,2.2787842286630203e-08,499985.3662166468
300.0,0.7250000000000001,N2,119.58486957325884,0.17348692453099018,499985.3662166468
300.0,0.775,CO2,1.9975945657144932e-07,5.457190005484743e-09,499984.3569902086
300.0,0.775,N2,114.21490356040691,0.1648258723939069,499984.3569902086
300.0,0.8250000000000001,CO2,4.851317919354514e-08,1.295340998404235e-09,499983.3477637705
300.0,0.8250000000000001,N2,108.67256402472194,0.1560054456128484,499983.3477637705
300.0,0.875,CO2,1.1673387301697731e-08,3.04940225679181e-10,499982.3385373323
300.0,0.875,N2,102.99638854298553,0.1470798477198472,499982.3385373323
300.0,0.925,CO2,2.785316819006311e-09,7.124844092733935e-11,499981.3293108942
300.0,0.925,N2,97.30113380175564,0.13820380339826574,499981.3293108942
300.0,0.9750000000000001,CO2,6.759101149168481e-10,1.6938984274344118e-11,499980.320084456
300.0,0.9750000000000001,N2,92.23098267265549,0.13030886416409737,499980.320084456
350.0,0.025,CO2,22.77096320545069,0.7460637005030232,499999.49538678094
350.0,0.025,N2,170.3109531752586,0.27492146270319145,499999.49538678094
350.0,0.07500000000000001,CO2,13.016365602736158,0.47096798535604556,499998.48616034276
350.0,0.07500000000000001,N2,168.92266776755292,0.2714939941626662,499998.48616034276
350.0,0.125,CO2,5.636233850729457,0.2234366711509715,499997.47693390463
350.0,0.125,N2,167.3538410645822,0.2677690064929476,499997.47693390463
350.0,0.17500000000000002,CO2,2.023227652339829,0.08300510429398719,499996.46770746645
350.0,0.17500000000000002,N2,165.5946456920644,0.2637491361282088,499996.46770746645
350.0,0.225,CO2,0.6568946562612433,0.026634511250229847,499995.4584810283
350.0,0.225,N2,163.63584514558963,0.25943081237949694,499995.4584810283
350.0,0.275,CO2,0.201786348917524,0.00793040867273024,499994.44925459014
350.0,0.275,N2,161.4688037263729,0.2548091101426586,499994.44925459014
350.0,0.325,CO2,0.059772425895569865,0.0022656393588159967,499993.440028152
350.0,0.325,N2,159.08558362542934,0.2498792613964126,499993.440028152
350.0,0.375,CO2,0.017218128532421096,0.0006295934645120194,499992.43080171384
350.0,0.375,N2,156.47908726759556,0.24463737532282026,499992.43080171384
350.0,0.42500000000000004,CO2,0.004845144399053254,0.00017120270030226205,499991.4215752757
350.0,0.42500000000000004,N2,153.6432305350941,0.23908090094745243,499991.4215752757
350.0,0.47500000000000003,CO2,0.0013358361557185084,4.5703195179139214e-05,499990.41234883753
350.0,0.47500000000000003,N2,150.573140382665,0.23320899002637518,499990.41234883753
350.0,0.525,CO2,0.0003616600061620879,1.2003408063881862e-05,499989.4031223994
350.0,0.525,N2,147.2653728857459,0.22702281709486194,499989.4031223994
350.0,0.5750000000000001,CO2,9.632502583902338e-05,3.1067159971567576e-06,499988.3938959612
350.0,0.5750000000000001,N2,143.71814845293628,0.22052588029413356,499988.3938959612
350.0,0.625,CO2,2.5277345203816035e-05,7.934601781103237e-07,499987.3846695231
350.0,0.625,N2,139.93160094626612,0.21372429399321002,499987.3846695231
350.0,0.675,CO2,6.543980473746479e-06,2.0020386272123337e-07,499986.3754430849
350.0,0.675,N2,135.90803841621238,0.2066270791203664,499986.3754430849
350.0,0.7250000000000001,CO2,1.6732362553789298e-06,4.995409057393457e-08,499985.3662166468
350.0,0.7250000000000001,N2,131.65222539015713,0.19924646640312338,499985.3662166468
350.0,0.775,CO2,4.2296082247210857e-07,1.2336516115221231e-08,499984.3569902086
350.0,0.775,N2,127.17179423663976,0.19159833599049392,499984.3569902086
350.0,0.8250000000000001,CO2,1.0578907753689649e-07,3.0176051603572256e-09,499983.3477637705
350.0,0.8250000000000001,N2,122.4786100091081,0.18370379961143218,499983.3477637705
350.0,0.875,CO2,2.6200298597198854e-08,7.315912542572235e-10,499982.3385373323
350.0,0.875,N2,117.5970847866787,0.1755999337714111,499982.3385373323
350.0,0.925,CO2,6.430945763164611e-09,1.7593430801072816e-10,499981.3293108942
350.0,0.925,N2,112.62245967914441,0.16742297692795186,499981.3293108942
350.0,0.9750000000000001,CO2,1.6053007733636803e-09,4.304761865834247e-11,499980.320084456
350.0,0.9750000000000001,N2,108.1352797494066,0.16006014475729308,499980.320084456
400.0,0.025,CO2,24.071468116768845,0.789854727903242,499999.49538678094
400.0,0.025,N2,170.69360619403787,0.28159050759907245,499999.49538678094
400.0,0.07500000000000001,CO2,14.950805410564712,0.5375110122832343,499998.48616034276
400.0,0.07500000000000001,N2,169.72528248167023,0.27896477342287745,499998.48616034276
400.0,0.125,CO2,7.045028609279286,0.2799422703928738,499997.47693390463
400.0,0.125,N2,168.6147693834482,0.27609157708342014,499997.47693390463
400.0,0.17500000000000002,CO2,2.6968933201321525,0.11294948503256802,499996.46770746645
400.0,0.17500000000000002,N2,167.3528269587357,0.2729688781380342,499996.46770746645
400.0,0.225,CO2,0.9182178451262397,0.038518328269560656,499995.4584810283
400.0,0.225,N2,165.93042635628711,0.2695903313291307,499995.4584810283
400.0,0.275,CO2,0.2933615175070605,0.012013704591909249,499994.44925459014
400.0,0.275,N2,164.33874893756777,0.265948505138774,499994.44925459014
400.0,0.325,CO2,0.09005722722223689,0.0035704382553590134,499993.440028152
400.0,0.325,N2,162.56924382397796,0.2620358779910019,499993.440028152
400.0,0.375,CO2,0.026837325308201265,0.0010287938715838765,499992.43080171384
400.0,0.375,N2,160.61371659389235,0.2578453124093006,499992.43080171384
400.0,0.42500000000000004,CO2,0.007803645986765759,0.00028955400427220046,499991.4215752757
400.0,0.42500000000000004,N2,158.4644402888312,0.2533703625321595,499991.4215752757
400.0,0.47500000000000003,CO2,0.0022211562578143035,7.990342712444037e-05,499990.41234883753
400.0,0.47500000000000003,N2,156.11428532176856,0.2486055202766791,499990.41234883753
400.0,0.525,CO2,0.0006202963763898016,2.167057512726002e-05,499989.4031223994
400.0,0.525,N2,153.5568667799002,0.2435464388481186,499989.4031223994
400.0,0.5750000000000001,CO2,0.00017028359335502405,5.786460925384144e-06,499988.3938959612
400.0,0.5750000000000001,N2,150.7867082929821,0.23819015084297793,499988.3938959612
400.0,0.625,CO2,4.602376062221895e-05,1.5234067210682366e-06,499987.3846695231
400.0,0.625,N2,147.79942192941937,0.23253529065900025,499987.3846695231
400.0,0.675,CO2,1.226338192735312e-05,3.959172907235301e-07,499986.3754430849
400.0,0.675,N2,144.59190501730612,0.22658232852768925,499986.3754430849
400.0,0.7250000000000001,CO2,3.2252359876004128e-06,1.0167895975213704e-07,499985.3662166468
400.0,0.7250000000000001,N2,141.1625669857428,0.22033383435502574,499985.3662166468
400.0,0.775,CO2,8.38060733316495e-07,2.5827919485702008e-08,499984.3569902086
400.0,0.775,N2,137.51168992990006,0.2137948973114683,499984.3569902086
400.0,0.8250000000000001,CO2,2.1534670642171478e-07,6.494189087719001e-09,499983.3477637705
400.0,0.8250000000000001,N2,133.64267663025296,0.20697467830351554,499983.3477637705
400.0,0.875,CO2,5.4763531919049964e-08,1.6174971599253722e-09,499982.3385373323
400.0,0.875,N2,129.56955879252266,0.19989667503730174,499982.3385373323
