time_s,z_m,component,concentration_mol_m3,loading_mol_kg,pressure_pa
50.0,0.625,CO2,3.343445706575269e-05,4.1954453660950304e-07,499973.26914684236
50.0,0.625,N2,93.3233836696498,0.03827301527716982,499973.26914684236
50.0,0.675,CO2,1.0463261170701254e-05,1.270242997654146e-07,499971.13067858975
50.0,0.675,N2,87.21614506195546,0.03419423561713546,499971.13067858975
50.0,0.7250000000000001,CO2,3.2580015728126817e-06,3.831866776858011e-08,499968.99221033714
50.0,0.7250000000000001,N2,81.07172045549065,0.030286213919730232,499968.99221033714
50.0,0.775,CO2,1.0096738875734494e-06,1.1519071317162638e-08,499966.8537420845
50.0,0.775,N2,74.87120896785098,0.02656901317233003,499966.8537420845
50.0,0.8250000000000001,CO2,3.1151152303371184e-07,3.451193944640611e-09,499964.7152738319
50.0,0.8250000000000001,N2,68.60315909674978,0.02306306991808293,499964.7152738319
50.0,0.875,CO2,9.570490618414492e-08,1.0306744151419455e-09,499962.5768055793
50.0,0.875,N2,62.27357720141192,0.019789037107923572,499962.5768055793
50.0,0.925,CO2,2.9288689996402e-08,3.0687904702604094e-10,499960.4383373267
50.0,0.925,N2,55.93740710524403,0.01677369545393181,499960.4383373267
50.0,0.9750000000000001,CO2,9.070383700261718e-09,9.25180124083014e-11,499958.2998690741
50.0,0.9750000000000001,N2,50.03807238818456,0.014166466739029753,499958.2998690741
100.0,0.025,CO2,18.603445425121944,0.42936815156430774,499998.9307658737
100.0,0.025,N2,167.6111012882445,0.15892602129735028,499998.9307658737
100.0,0.07500000000000001,CO2,9.622388660733947,0.243650921063116,499996.7922976211
100.0,0.07500000000000001,N2,163.60619481765764,0.15447931449723906,499996.7922976211
100.0,0.125,CO2,4.266002164863798,0.11232755873229652,499994.6538293685
100.0,0.125,N2,159.51502292883765,0.14986836331402212,499994.6538293685
100.0,0.17500000000000002,CO2,1.7111095987649183,0.04470934919172154,499992.51536111586
100.0,0.17500000000000002,N2,155.3397279630044,0.1451451186300989,499992.51536111586
100.0,0.225,CO2,0.6491849932465183,0.01640230517023321,499990.37689286325
100.0,0.225,N2,151.0834892812789,0.14033457167735586,499990.37689286325
100.0,0.275,CO2,0.23866361784734597,0.005776747383379873,499988.23842461064
100.0,0.275,N2,146.7502959227033,0.1354531502957591,499988.23842461064
100.0,0.325,CO2,0.08599127620762004,0.0019913765970115812,499986.099956358
100.0,0.325,N2,142.34485847346195,0.13051382425389102,499986.099956358
100.0,0.375,CO2,0.030527737812774083,0.0006775303234744351,499983.9614881054
100.0,0.375,N2,137.87257257930438,0.12552805456594363,499983.9614881054
100.0,0.42500000000000004,CO2,0.010708256188166157,0.00022833515477861595,499981.8230198528
100.0,0.42500000000000004,N2,133.33950382725618,0.1205066900216988,499981.8230198528
100.0,0.47500000000000003,CO2,0.0037175824925090957,7.635404915534374e-05,499979.6845516002
100.0,0.47500000000000003,N2,128.75238122050732,0.11546043063753719,499979.6845516002
100.0,0.525,CO2,0.0012788833797955873,2.5358710898281414e-05,499977.5460833476
100.0,0.525,N2,124.11859330559109,0.11040008677238433,499977.5460833476
100.0,0.5750000000000001,CO2,0.00043633663176357104,8.370285217279319e-06,499975.40761509497
100.0,0.5750000000000001,N2,119.44618381376225,0.10533672766588183,499975.40761509497
100.0,0.625,CO2,0.00014775815634407452,2.747178754281708e-06,499973.26914684236
100.0,0.625,N2,114.7438441569496,0.10028175911319621,499973.26914684236
100.0,0.675,CO2,4.9692165263846544e-05,8.969015871853115e-07,499971.13067858975
100.0,0.675,N2,110.02089963650239,0.09524695426639791,499971.13067858975
100.0,0.7250000000000001,CO2,1.6605811822121152e-05,2.9138423913876176e-07,499968.99221033714
100.0,0.7250000000000001,N2,105.28728662639374,0.0902444529954596,499968.99221033714
100.0,0.775,CO2,5.516537410852032e-06,9.422882060884295e-08,499966.8537420845
100.0,0.775,N2,100.55352444792847,0.08528673838782673,499966.8537420845
100.0,0.8250000000000001,CO2,1.8225562701599076e-06,3.033999888667688e-08,499964.7152738319
100.0,0.8250000000000001,N2,95.83076219527466,0.08038664962505268,499964.7152738319
100.0,0.875,CO2,5.990412192705726e-07,9.728967342803364e-09,499962.5768055793
100.0,0.875,N2,91.13202062152253,0.07555830944816605,499962.5768055793
100.0,0.925,CO2,1.9596779128531445e-07,3.1080176448144815e-09,499960.4383373267
100.0,0.925,N2,86.49003593939045,0.07083230577251777,499960.4383373267
100.0,0.9750000000000001,CO2,6.486251518153633e-08,1.0052605358524823e-09,499958.2998690741
100.0,0.9750000000000001,N2,82.20308877024333,0.06648824593432566,499958.2998690741
150.0,0.025,CO2,21.38763665885276,0.5713727947626736,499998.9307658737
150.0,0.025,N2,168.87433805147384,0.2032059897158587,499998.9307658737
150.0,0.07500000000000001,CO2,12.870781216936557,0.3672253276349427,499996.7922976211
150.0,0.07500000000000001,N2,166.13341134192495,0.19927011036712314,499996.7922976211
150.0,0.125,CO2,6.55162550684495,0.19576670375091776,499994.6538293685
150.0,0.125,N2,163.3053196589582,0.1951800021961572,499994.6538293685
150.0,0.17500000000000002,CO2,2.9329239911890856,0.08880216021875528,499992.51536111586
150.0,0.17500000000000002,N2,160.3899073028139,0.19096861720968736,499992.51536111586
150.0,0.225,CO2,1.2130683695185966,0.03615038723022059,499990.37689286325
150.0,0.225,N2,157.3876444514503,0.18665093470347277,499990.37689286325
150.0,0.275,CO2,0.47946823303832486,0.013843269651697724,499988.23842461064
150.0,0.275,N2,154.29947868712628,0.18223624842089092,499988.23842461064
150.0,0.325,CO2,0.1843447687119256,0.005127538950127053,499986.099956358
150.0,0.325,N2,151.12678032228456,0.1777315767547977,499986.099956358
150.0,0.375,CO2,0.06953956982456036,0.0018622295203716563,499983.9614881054
150.0,0.375,N2,147.8713236567206,0.1731429712179055,499983.9614881054
150.0,0.42500000000000004,CO2,0.0258484243631322,0.0006673133924763384,499981.8230198528
150.0,0.42500000000000004,N2,144.5352847290601,0.168476127087386,499981.8230198528
150.0,0.47500000000000003,CO2,0.009490353479983688,0.00023664535376791607,499979.6845516002
150.0,0.47500000000000003,N2,141.12124746385936,0.16373670940450163,499979.6845516002
150.0,0.525,CO2,0.003447058246416356,8.318274465500307e-05,499977.5460833476
150.0,0.525,N2,137.6322142179021,0.1589305468167471,499977.5460833476
150.0,0.5750000000000001,CO2,0.0012399972119622015,2.9011483954493468e-05,499975.40761509497
150.0,0.5750000000000001,N2,134.07161835962287,0.15406375582829887,499975.40761509497
150.0,0.625,CO2,0.0004421646217348393,1.0046629205500195e-05,499973.26914684236
150.0,0.625,N2,130.4433372599243,0.14914282201192577,499973.26914684236
150.0,0.675,CO2,0.00015640769332287422,3.456464279121281e-06,499971.13067858975
150.0,0.675,N2,126.75170465981157,0.14417465429388132,499971.13067858975
150.0,0.7250000000000001,CO2,5.4918119074071856e-05,1.181986596458725e-06,499968.99221033714
150.0,0.7250000000000001,N2,123.00152213453669,0.13916662284809805,499968.99221033714
150.0,0.775,CO2,1.915106395871045e-05,4.0192134801952745e-07,499966.8537420845
150.0,0.775,N2,119.19807453602965,0.1341265886821586,499966.8537420845
150.0,0.8250000000000001,CO2,6.635855162156389e-06,1.3594871282161419e-07,499964.7152738319
150.0,0.8250000000000001,N2,115.34722388493472,0.1290629983233121,499964.7152738319
150.0,0.875,CO2,2.2856566093553545e-06,4.575671335304279e-08,499962.5768055793
150.0,0.875,N2,111.45660082516588,0.12398610941270967,499962.5768055793
150.0,0.925,CO2,7.829955804659178e-07,1.533075864491621e-08,499960.4383373267
150.0,0.925,N2,107.551678743459,0.11892600273019861,499960.4383373267
150.0,0.9750000000000001,CO2,2.7129912240610766e-07,5.198811180341419e-09,499958.2998690741
150.0,0.9750000000000001,N2,103.89263318186806,0.11419765267192346,499958.2998690741
200.0,0.025,CO2,23.576623445225994,0.6772766300569762,499998.9307658737
200.0,0.025,N2,169.73046847828815,0.2331859836587538,499998.9307658737
200.0,0.07500000000000001,CO2,15.930717215878948,0.47976529852595423,499996.7922976211
200.0,0.07500000000000001,N2,167.85527242716438,0.22989961431775252,499996.7922976211
200.0,0.125,CO2,9.132454067786616,0.28874762240771196,499994.6538293685
200.0,0.125,N2,165.90193696519043,0.2264773564381945,499994.6538293685
200.0,0.17500000000000002,CO2,4.522762372411945,0.14747583513287402,499992.51536111586
200.0,0.17500000000000002,N2,163.8693196703564,0.22293993183502242,499992.51536111586
200.0,0.225,CO2,2.023270171732869,0.06617470342808918,499990.37689286325
200.0,0.225,N2,161.75665310229974,0.21929606353726597,499990.37689286325
200.0,0.275,CO2,0.8513593753205198,0.027341060170395344,499988.23842461064
200.0,0.275,N2,159.56344618252197,0.21555067765650668,499988.23842461064
200.0,0.325,CO2,0.34540434058793185,0.010775178876201422,499986.099956358
200.0,0.325,N2,157.2894484051133,0.2117071762080843,499986.099956358
200.0,0.375,CO2,0.1368472303776463,0.004131511551146141,499983.9614881054
200.0,0.375,N2,154.93463841616426,0.20776830973340601,499983.9614881054
200.0,0.42500000000000004,CO2,0.05328329191383373,0.0015563032524788757,499981.8230198528
200.0,0.42500000000000004,N2,152.4992241261899,0.2037365866573879,499981.8230198528
200.0,0.47500000000000003,CO2,0.020457016648842287,0.0005786532484521265,499979.6845516002
200.0,0.47500000000000003,N2,149.98364902766815,0.19961449475000342,499979.6845516002
200.0,0.525,CO2,0.007759745173503788,0.00021287697209736262,499977.5460833476
200.0,0.525,N2,147.38860212533058,0.19540463626069907,499977.5460833476
200.0,0.5750000000000001,CO2,0.0029119691865663816,7.759497402444708e-05,499975.40761509497
200.0,0.5750000000000001,N2,144.7150300608694,0.1911098184141877,499975.40761509497
200.0,0.625,CO2,0.001082177446735243,2.805052205921312e-05,499973.26914684236
200.0,0.625,N2,141.9641506386366,0.18673311698811862,499973.26914684236
200.0,0.675,CO2,0.0003986009175778025,1.0063720730764475e-05,499971.13067858975
200.0,0.675,N2,139.1374674040252,0.1822779238088187,499971.13067858975
200.0,0.7250000000000001,CO2,0.0001456153731493815,3.5853997641446084e-06,499968.99221033714
200.0,0.7250000000000001,N2,136.23678539655535,0.1777479854623307,499968.99221033714
200.0,0.775,CO2,5.279173909312309e-05,1.2690889468652463e-06,499966.8537420845
200.0,0.775,N2,133.2642325063356,0.17314744069169222,499966.8537420845
200.0,0.8250000000000001,CO2,1.9003929035930913e-05,4.4648715715574043e-07,499964.7152738319
200.0,0.8250000000000001,N2,130.2223507630819,0.16848093252628624,499964.7152738319
200.0,0.875,CO2,6.795835877736144e-06,1.5619042347898707e-07,499962.5768055793
200.0,0.875,N2,127.11512649304794,0.16375487783536075,499962.5768055793
200.0,0.925,CO2,2.4155305271930162e-06,5.4355100998602775e-08,499960.4383373267
200.0,0.925,N2,123.96157518224236,0.15899545445592814,499960.4383373267
200.0,0.9750000000000001,CO2,8.681449349346254e-07,1.913871325969102e-08,499958.2998690741
200.0,0.9750000000000001,N2,120.97667748510257,0.1545071641814652,499958.2998690741
250.0,0.025,CO2,25.262400363815306,0.7556091715786117,499998.9307658737
250.0,0.025,N2,170.31058012226532,0.25348166380056153,499998.9307658737
250.0,0.07500000000000001,CO2,18.667741780360796,0.5775565338109974,499996.7922976211
250.0,0.07500000000000001,N2,169.02798993593854,0.2508380470454916,499996.7922976211
250.0,0.125,CO2,11.855614767986935,0.38426478866072233,499994.6538293685
250.0,0.125,N2,167.67966797555005,0.2480787927653012,499994.6538293685
250.0,0.17500000000000002,CO2,6.461633629145206,0.21851528610043586,499992.51536111586
250.0,0.17500000000000002,N2,166.26412467844773,0.24521677383619858,499992.51536111586
250.0,0.225,CO2,3.1207555023042786,0.10774001305197303,499990.37689286325
250.0,0.225,N2,164.78009202956144,0.2422568452372212,499990.37689286325
250.0,0.275,CO2,1.3931532372597029,0.04792721618700762,499988.23842461064
250.0,0.275,N2,163.2264575391036,0.23920131732197106,499988.23842461064
250.0,0.325,CO2,0.5931719109862535,0.020015125187133855,499986.099956358
250.0,0.325,N2,161.60224015580397,0.2360514688975475,499986.099956358
250.0,0.375,CO2,0.24521083190813608,0.008055451060884948,499983.9614881054
250.0,0.375,N2,159.90658251275744,0.2328081272846196,499983.9614881054
250.0,0.42500000000000004,CO2,0.09931736445900428,0.003168706741330711,499981.8230198528
250.0,0.42500000000000004,N2,158.13875098075883,0.22947194058590945,499981.8230198528
250.0,0.47500000000000003,CO2,0.03959623041062184,0.0012267745728825306,499979.6845516002
250.0,0.47500000000000003,N2,156.29813999399963,0.22604352563844538,499979.6845516002
250.0,0.525,CO2,0.015578942984117976,0.0004690962356651342,499977.5460833476
250.0,0.525,N2,154.3842789745655,0.22252355925837453,499977.5460833476
250.0,0.5750000000000001,CO2,0.006058595327128743,0.00017750358461365108,499975.40761509497
250.0,0.5750000000000001,N2,152.396841041464,0.21891284051154167,499975.40761509497
250.0,0.625,CO2,0.002331568536718788,6.654551020086746e-05,499973.26914684236
250.0,0.625,N2,150.33565314742296,0.2152123357919794,499973.26914684236
250.0,0.675,CO2,0.0008886936846211235,2.473800942967885e-05,499971.13067858975
250.0,0.675,N2,148.2007075221143,0.21142321395953817,499971.13067858975
250.0,0.7250000000000001,CO2,0.0003357410521618036,9.125021875227886e-06,499968.99221033714
250.0,0.7250000000000001,N2,145.99217452305493,0.20754687657539259,499968.99221033714
250.0,0.775,CO2,0.00012580030252038775,3.3417019791217786e-06,499966.8537420845
250.0,0.775,N2,143.71042050894042,0.20358498982835893,499966.8537420845
250.0,0.8250000000000001,CO2,4.6776384739853075e-05,1.215556885159435e-06,499964.7152738319
250.0,0.8250000000000001,N2,141.3560839014447,0.1995395898556329,499964.7152738319
250.0,0.875,CO2,1.7268546000314803e-05,4.3938166316466835e-07,499962.5768055793
250.0,0.875,N2,138.9309214911259,0.19541426733671247,499962.5768055793
250.0,0.925,CO2,6.333365837335723e-06,1.5790712918356703e-07,499960.4383373267
250.0,0.925,N2,136.4488594416122,0.19123065403576023,499960.4383373267
250.0,0.9750000000000001,CO2,2.348056333690376e-06,5.740049098594243e-08,499958.2998690741
250.0,0.9750000000000001,N2,134.08186902862198,0.18726147313478828,499958.2998690741
300.0,0.025,CO2,26.54226114994613,0.8132344257623465,499998.9307658737
300.0,0.025,N2,170.70362065819413,0.2672205289438501,499998.9307658737
300.0,0.07500000000000001,CO2,21.01990288582466,0.659681134351445,499996.7922976211
300.0,0.07500000000000001,N2,169.8265134367835,0.26514830962766167,499996.7922976211
300.0,0.125,CO2,14.561958947762783,0.47637497301910425,499994.6538293685
300.0,0.125,N2,168.89624695712334,0.26297987375458237,499994.6538293685
300.0,0.17500000000000002,CO2,8.685458086075899,0.2980501534010886,499992.51536111586
300.0,0.17500000000000002,N2,167.91129653647138,0.26072307674791456,499992.51536111586
300.0,0.225,CO2,4.530118261774667,0.16099914898665763,499990.37689286325
300.0,0.225,N2,166.87026528042335,0.2583804123364208,499990.37689286325
300.0,0.275,CO2,2.145648292901075,0.07714651489650264,499988.23842461064
300.0,0.275,N2,165.7718397083837,0.2559526644590127,499988.23842461064
300.0,0.325,CO2,0.9567506972264759,0.034115619339333714,499986.099956358
300.0,0.325,N2,164.61477331905235,0.25343991394305626,499986.099956358
300.0,0.375,CO2,0.41114885019345176,0.014373579669416988,499983.9614881054
300.0,0.375,N2,163.3978810126161,0.25084192338663436,499983.9614881054
300.0,0.42500000000000004,CO2,0.17244996629424322,0.005880867602614751,499981.8230198528
300.0,0.42500000000000004,N2,162.12003870055656,0.24815831745244663,499981.8230198528
300.0,0.47500000000000003,CO2,0.07105632196237842,0.0023599828284660423,499979.6845516002
300.0,0.47500000000000003,N2,160.78018581929726,0.24538868080392753,499979.6845516002
300.0,0.525,CO2,0.02886007585491997,0.0009335673662416741,499977.5460833476
300.0,0.525,N2,159.377329728691,0.24253261866860484,499977.5460833476
300.0,0.5750000000000001,CO2,0.011577182574114043,0.00036500163174497615,499975.40761509497
300.0,0.5750000000000001,N2,157.91055147751956,0.23958979846037495,499975.40761509497
300.0,0.625,CO2,0.004592838529637494,0.00014126006712601342,499973.26914684236
300.0,0.625,N2,156.37901258712157,0.23655998028116254,499973.26914684236
300.0,0.675,CO2,0.0018036366783928284,5.416986626886659e-05,499971.13067858975
300.0,0.675,N2,154.78196259851748,0.2334430411467049,499971.13067858975
300.0,0.7250000000000001,CO2,0.0007016868352170783,2.0598542516055844e-05,499968.99221033714
300.0,0.7250000000000001,N2,153.11874744368885,0.23023899641736234,499968.99221033714
300.0,0.775,CO2,0.0002706143079709487,7.771783319545953e-06,499966.8537420845
300.0,0.775,N2,151.38882183444278,0.22694802405867565,499966.8537420845
300.0,0.8250000000000001,CO2,0.00010351959988979876,2.9109636071548283e-06,499964.7152738319
300.0,0.8250000000000001,N2,149.59180885625184,0.22357055562593517,499964.7152738319
300.0,0.875,CO2,3.9299150808318366e-05,1.0828902226885606e-06,499962.5768055793
300.0,0.875,N2,147.72817561654276,0.22010832005599842,499962.5768055793
300.0,0.925,CO2,1.4815303079261662e-05,4.003272255067013e-07,499960.4383373267
300.0,0.925,N2,145.80800588509203,0.21657870739627086,499960.4383373267
300.0,0.9750000000000001,CO2,5.64463656511972e-06,1.4965263740800434e-07,499958.2998690741
300.0,0.9750000000000001,N2,143.96600055728314,0.21321515349280953,499958.2998690741
350.0,0.025,CO2,27.504401703163044,0.8554793531406302,499998.9307658737
350.0,0.025,N2,170.9699175499084,0.27652122623512665,499998.9307658737
350.0,0.07500000000000001,CO2,22.98067751487743,0.7269469203126465,499996.7922976211
350.0,0.07500000000000001,N2,170.3701926668028,0.2749274852464077,499996.7922976211
350.0,0.125,CO2,17.117676567436767,0.5609394693706367,499994.6538293685
350.0,0.125,N2,169.72861015413866,0.2732549985110007,499994.6538293685
350.0,0.17500000000000002,CO2,11.091663279091089,0.38137597920007443,499992.51536111586
350.0,0.17500000000000002,N2,169.04375662674988,0.27150843196707064,499992.51536111586
350.0,0.225,CO2,6.24850500114467,0.22470686219546288,499990.37689286325
350.0,0.225,N2,168.31428933717575,0.2696888636333213,499990.37689286325
350.0,0.275,CO2,3.146392759519584,0.11611635557060432,499988.23842461064
350.0,0.275,N2,167.53890627514585,0.2677962200217316,499988.23842461064
350.0,0.325,CO2,1.4697711644482707,0.05445216772933259,499986.099956358
350.0,0.325,N2,166.71633485749888,0.2658299456378401,499986.099956358
350.0,0.375,CO2,0.6555091933659081,0.024005566917287616,499983.9614881054
350.0,0.375,N2,165.8453278298876,0.2637892580647257,499983.9614881054
350.0,0.42500000000000004,CO2,0.2839190489887776,0.01019446738440287,499981.8230198528
350.0,0.42500000000000004,N2,164.92466262181725,0.2616732670211098,499981.8230198528
350.0,0.47500000000000003,CO2,0.12049996585318051,0.004227802074476891,499979.6845516002
350.0,0.47500000000000003,N2,163.95314264245994,0.25948103881656864,499979.6845516002
350.0,0.525,CO2,0.05034570800002787,0.0017243446025082274,499977.5460833476
350.0,0.525,N2,162.92959982906794,0.25721163613027204,499977.5460833476
350.0,0.5750000000000001,CO2,0.02075935250972733,0.0006941726447367181,499975.40761509497
350.0,0.5750000000000001,N2,161.8528980890963,0.2548641453574954,499975.40761509497
350.0,0.625,CO2,0.008460661625737158,0.00027638152814915464,499973.26914684236
350.0,0.625,N2,160.72193741674377,0.252437696706136,499973.26914684236
350.0,0.675,CO2,0.0034118683687968687,0.00010896314214200867,499971.13067858975
350.0,0.675,N2,159.5356585777077,0.24993148026675963,499971.13067858975
350.0,0.7250000000000001,CO2,0.0013624839703402468,4.257456965174687e-05,499968.99221033714
350.0,0.7250000000000001,N2,158.29304852281325,0.2473447604487215,499968.99221033714
350.0,0.775,CO2,0.000539158069393148,1.6497169149242222e-05,499966.8537420845
350.0,0.775,N2,156.99314912941503,0.24467689345748542,499966.8537420845
350.0,0.8250000000000001,CO2,0.00021154470892180308,6.343048322363289e-06,499964.7152738319
350.0,0.8250000000000001,N2,155.63510330676036,0.24192740268527516,499964.7152738319
350.0,0.875,CO2,8.234132633362515e-05,2.4211768233944926e-06,499962.5768055793
350.0,0.875,N2,154.2186845222486,0.23909686577689093,499962.5768055793
350.0,0.925,CO2,3.1816305359844556e-05,9.180364557174343e-07,499960.4383373267
350.0,0.925,N2,152.75114392218492,0.2361990202779274,499960.4383373267
350.0,0.9750000000000001,CO2,1.2422233465265994e-05,3.51911016437194e-07,499958.2998690741
350.0,0.9750000000000001,N2,151.3364695612482,0.23342781746094354,499958.2998690741
400.0,0.025,CO2,28.222785235996955,0.8863842662350456,499998.9307658737
400.0,0.025,N2,171.15033418559568,0.28281732106391805,499998.9307658737
400.0,0.07500000000000001,CO2,24.578002243172328,0.781037550581149,499996.7922976211
400.0,0.07500000000000001,N2,170.74031859335213,0.2816093201979531,499996.7922976211
400.0,0.125,CO2,19.431430382791365,0.635676062500497,499994.6538293685
400.0,0.125,N2,170.2979766291498,0.28033772555634684,499994.6538293685
400.0,0.17500000000000002,CO2,13.558140670029825,0.4639195334725342,499992.51536111586
400.0,0.17500000000000002,N2,169.82206703899743,0.2790051934733123,499992.51536111586
400.0,0.225,CO2,8.238073928714778,0.296282780067072,499990.37689286325
400.0,0.225,N2,169.31138465849432,0.27761197738199567,499990.37689286325
400.0,0.275,CO2,4.421875796525275,0.16517177972657607,499988.23842461064
400.0,0.275,N2,168.76474023895898,0.2761575532183198,499988.23842461064
400.0,0.325,CO2,2.1684356664153284,0.08234941289348474,499986.099956358
400.0,0.325,N2,168.1809526379172,0.27464106456451826,499986.099956358
400.0,0.375,CO2,1.003768839057561,0.03803688304042534,499983.9614881054
400.0,0.375,N2,167.55884579126746,0.27306149157278475,499983.9614881054
400.0,0.42500000000000004,CO2,0.4482892764359595,0.016756905153988994,499981.8230198528
400.0,0.42500000000000004,N2,166.8972479665732,0.2714177294308768,499981.8230198528
400.0,0.47500000000000003,CO2,0.1955247653264492,0.007168847595436626,499979.6845516002
400.0,0.47500000000000003,N2,166.19499228975377,0.2697086306074378,499979.6845516002
400.0,0.525,CO2,0.08381192840937995,0.0030073602832425906,499977.5460833476
400.0,0.525,N2,165.4509180898907,0.2679330307832974,499977.5460833476
400.0,0.5750000000000001,CO2,0.035425005432883155,0.001243290843375225,499975.40761509497
400.0,0.5750000000000001,N2,164.66387283969135,0.26608976659938643,499975.40761509497
400.0,0.625,CO2,0.014792076934399155,0.000507877743191626,499973.26914684236
400.0,0.625,N2,163.83271457427307,0.26417768865166447,499973.26914684236
400.0,0.675,CO2,0.006109193245274369,0.00020530793729175647,499971.13067858975
400.0,0.675,N2,162.95631473845847,0.26219567187561427,499971.13067858975
400.0,0.7250000000000001,CO2,0.0024977629878733436,8.22133169307435e-05,499968.99221033714
400.0,0.7250000000000001,N2,162.03356157379406,0.26014262496927154,499968.99221033714
400.0,0.775,CO2,0.0010116575319591792,3.2635051422418076e-05,499966.8537420845
400.0,0.775,N2,161.06336601243328,0.25801750267993734,499966.8537420845
400.0,0.8250000000000001,CO2,0.0004061522830526057,1.2849523973155898e-05,499964.7152738319
400.0,0.8250000000000001,N2,160.0446964899875,0.25581936687313495,499964.7152738319
400.0,0.875,CO2,0.00016171364852830602,5.0207599420565005e-06,499962.5768055793
400.0,0.875,N2,158.9769880829789,0.2535481219838761,499962.5768055793
400.0,0.925,CO2,6.38996899675294e-05,1.9480822426649376e-06,499960.4383373267
400.0,0.925,N2,157.86542193557395,0.25121448261477625,499960.4383373267
400.0,0.9750000000000001,CO2,2.5509697140219785e-05,7.64014816888636e-07,499958.2998690741
400.0,0.9750000000000001,N2,156.78942769598163,0.24897625077665564,499958.2998690741
