time_s,total_concentration_mol_m3,CO2_concentration_mol_m3,CO2_mole_fraction,N2_concentration_mol_m3,N2_mole_fraction
0.0,1e-30,0.0,0.0,0.0,0.0
50.0,50.03807239725494,9.070383700261718e-09,1.8126964660531793e-10,50.03807238818456,0.9999999998187303
100.0,82.20308883510585,6.486251518153633e-08,7.89052042942649e-10,82.20308877024333,0.999999999210948
150.0,103.89263345316719,2.7129912240610766e-07,2.611341279826198e-09,103.89263318186806,0.9999999973886586
200.0,120.97667835324751,8.681449349346254e-07,7.1761346629114224e-09,120.97667748510257,0.9999999928238653
250.0,134.08187137667832,2.348056333690376e-06,1.7512108904670224e-08,134.08186902862198,0.999999982487891
300.0,143.9660062019197,5.64463656511972e-06,3.9208120819874855e-08,143.96600055728314,0.9999999607918792
350.0,151.33648198348166,1.2422233465265994e-05,8.208353532773332e-08,151.3364695612482,0.9999999179164647
400.0,156.78945320567877,2.5509697140219785e-05,1.6270033869405602e-07,156.78942769598163,0.9999998372996614
450.0,160.80033868942715,4.9533091824745664e-05,3.0804096700576497e-07,160.80028915633534,0.999999691959033
500.0,163.7379061704061,9.182088488179009e-05,5.607796449175905e-07,163.73781434952122,0.9999994392203552
550.0,165.88206320362252,0.0001636841836094988,9.86750348098662e-07,165.88189951943892,0.9999990132496519
600.0,167.44300875784398,0.00028219677718146433,1.6853303059644443e-06,167.4427265610668,0.999998314669694
650.0,168.57686642718838,0.00047264506463214355,2.8037362103672042e-06,168.57639378212374,0.9999971962637896
700.0,169.39908223133554,0.0007718872067035013,4.556619767569893e-06,169.39831034412884,0.9999954433802325
750.0,169.99445038279802,0.0012329073529750924,7.2526329547746935e-06,169.99321747544505,0.9999927473670452
800.0,170.42515517163233,0.0019309571614567888,1.1330235607015609e-05,170.42322421447088,0.999988669764393
850.0,170.73661166875877,0.0029718410481068434,1.7405997571700833e-05,170.73363982771068,0.9999825940024284
900.0,170.9619708451349,0.004502978527442308,2.633906537917318e-05,170.95746786660746,0.9999736609346207
950.0,171.12541512482107,0.006728233917081784,3.931756082037331e-05,171.118686890904,0.9999606824391797
1000.0,171.2446253307436,0.009927597181865002,5.7973189889555606e-05,171.23469773356172,0.9999420268101105
1050.0,171.33258628110863,0.014483361289700108,8.453360568512625e-05,171.31810291981893,0.9999154663943148
1100.0,171.39892680041376,0.02091492679060607,0.00012202484100125405,171.37801187362317,0.9998779751589988
1150.0,171.45093608791262,0.02992452046806106,0.00017453693255262872,171.42101156744457,0.9998254630674474
1200.0,171.49430538151057,0.042457949191696806,0.00024757643758050027,171.45184743231889,0.9997524235624196
1250.0,171.53372782352363,0.05978365565365009,0.00034852420227907816,171.47394416786997,0.9996514757977208
