time_s,total_concentration_mol_m3,CO2_concentration_mol_m3,CO2_mole_fraction,N2_concentration_mol_m3,N2_mole_fraction
1300.0,171.5733635097775,0.08359628137632656,0.00048723344735013393,171.48976722840118,0.99951276655265
1350.0,171.6172404843597,0.11615061042015842,0.0006768003616206833,171.50108987393955,0.9993231996383792
1400.0,171.66962050601813,0.16043366544953994,0.0009345489608274382,171.5091868405686,0.9990654510391725
1450.0,171.73535566793274,0.22038248942911717,0.0012832680176541426,171.51497317850362,0.9987167319823459
1500.0,171.82025849783813,0.3011529818791264,0.0017527210383222395,171.519105515959,0.9982472789616779
1550.0,171.93150348593704,0.4094483771243096,0.0023814622033931088,171.52205510881274,0.9976185377966069
1600.0,172.07805518005452,0.5538956221319858,0.0032188626350548597,171.52415955792253,0.9967811373649451
1650.0,172.2711170319322,0.7454570089240489,0.004327231527649936,171.52566002300816,0.9956727684723502
1700.0,172.52455253498943,0.9978233490933662,0.005783659974373788,171.52672918589604,0.9942163400256261
1750.0,172.85519933147359,1.327708571995924,0.007681045043081756,171.52749075947767,0.9923189549569184
1800.0,173.2829143604378,1.7548813975155086,0.010127261559470664,171.52803296292228,0.9898727384405294
1850.0,173.83013964204608,2.3017208948512207,0.01324120718990943,171.52841874719485,0.9867587928100905
1900.0,174.52071562633884,2.9920225085259617,0.017144225530979905,171.52869311781288,0.9828557744690201
1950.0,175.37763430504077,3.848746131560284,0.021945478662723995,171.52888817348048,0.978054521337276
2000.0,176.41963623024705,4.890609454264533,0.027721457535949963,171.52902677598252,0.97227854246405
2050.0,177.65689749215258,6.127772272368135,0.034492172039865834,171.52912521978445,0.9655078279601341
2100.0,179.08654560602207,7.557350493205968,0.04219943194298701,171.5291951128161,0.957800568057013
2150.0,180.68947664311682,9.160231923095257,0.05069599012225711,171.52924472002155,0.9493040098777429
2200.0,182.4298734552332,10.900593543812972,0.05975223979140614,171.52927991142025,0.9402477602085939
2250.0,184.25828669780725,12.728981836797333,0.0690822761077416,171.5293048610099,0.9309177238922584
2300.0,186.11764912091127,14.588326574460538,0.07838228477183933,171.52932254645074,0.9216177152281607
2350.0,187.9508520617365,16.42151698511755,0.08737133567089948,171.52933507661896,0.9126286643291006
2400.0,189.7075817419417,18.17823779212438,0.0958224106027146,171.52934394981733,0.9041775893972854
2450.0,191.3487809814967,19.819430748920794,0.1035775124736087,171.52935023257592,0.8964224875263914
2500.0,192.84834235962413,21.318987679193576,0.1105479436242074,171.52935468043054,0.8894520563757926
2550.0,194.19251222607463,22.663154397235637,0.11670457391710189,171.52935782883898,0.8832954260828981
2600.0,195.37795349302866,23.84859343391212,0.12206389210010367,171.52936005911653,0.8779361078998963
2650.0,196.40951000734697,24.880148371139725,0.12667486605006575,171.52936163620723,0.8733251339499342
2700.0,197.29724111551707,25.76787836657743,0.1306043521991795,171.52936274893963,0.8693956478008205
2750.0,198.0541530860479,26.5247895534719,0.13392695452312867,171.529363532576,0.8660730454768714
2800.0,198.6944019179179,27.165037831265536,0.1367176808659542,171.52936408665238,0.8632823191340459
2850.0,199.23246368385026,27.703099206887885,0.13904912228987054,171.52936447696237,0.8609508777101295
2900.0,199.68228436449482,28.152919612322936,0.14098856942628588,171.5293647521719,0.8590114305737141
2950.0,200.05679627849221,28.527431331669852,0.14259666185975403,171.52936494682237,0.857403338140246
3000.0,200.36749681085064,28.83813172673243,0.14392619654252595,171.5293650841182,0.8560738034574741
3050.0,200.6245970059237,29.095231824573297,0.14502325367270008,171.5293651813504,0.8549767463272999
3100.0,200.83680528177072,29.30744003170772,0.14592663924617735,171.529365250063,0.8540733607538227
3150.0,201.01152297728035,29.482157678833406,0.1466689931112341,171.52936529844695,0.853331006888766
3200.0,201.15512495609892,29.62575962363613,0.14727817464308604,171.5293653324628,0.852721825356914
3250.0,201.27296658811173,29.743601231706098,0.1477774275199803,171.52936535640563,0.8522225724800198
3300.0,201.36956679283483,29.8402014195533,0.1481862522466085,171.52936537328154,0.8518137477533916
3350.0,201.44867659609196,29.919311210923187,0.14852076328558822,171.52936538516877,0.8514792367144118
3400.0,201.51338771841256,29.984022324886197,0.1487941950873496,171.52936539352635,0.8512058049126503
3450.0,201.56627998092284,30.03691458152563,0.14901755682730494,171.52936539939722,0.8509824431726951
3500.0,201.60948664766138,30.080121244137178,0.14919992974688773,171.5293654035242,0.8508000702531122
3550.0,201.6447520757034,30.1153866692754,0.1493487252173525,171.52936540642798,0.8506512747826475
3600.0,201.67351950942248,30.144154100952385,0.14947006515421082,171.52936540847008,0.8505299348457891
3650.0,201.69697774204172,30.167612332137253,0.149568985464521,171.52936540990447,0.850431014535479
3700.0,201.71609362789877,30.18672821698743,0.14964957765180711,171.52936541091134,0.8503504223481929
3750.0,201.73166268801293,30.202297276394468,0.14971520520853326,171.52936541161847,0.8502847947914668
3800.0,201.74433999881154,30.214974586696382,0.1497686358233117,171.52936541211517,0.8502313641766883
3850.0,201.75465708621425,30.225291673750245,0.14981211393219193,171.52936541246402,0.8501878860678082
3900.0,201.76304880314063,30.233683390431764,0.14984747489581526,171.52936541270887,0.8501525251041847
3950.0,201.76987307269113,30.24050765981054,0.14987622879118265,171.5293654128806,0.8501237712088174
4000.0,201.7754202595672,30.246054846566125,0.14989960029649352,171.52936541300107,0.8501003997035065
4050.0,201.77992680146235,30.250561388376727,0.1499185863921004,171.52936541308563,0.8500814136078996
4100.0,201.78358714100958,30.25422172786468,0.14993400680662175,171.5293654131449,0.8500659931933782
4150.0,201.78655916331456,30.257193750128128,0.14994652704117759,171.52936541318644,0.8500534729588224
4200.0,201.78897090151318,30.259605488297602,0.1499566866965507,171.52936541321557,0.8500433133034493
4250.0,201.79092746763655,30.261562054400535,0.14996492872185208,171.529365413236,0.8500350712781479
4300.0,201.792514355486,30.26314894223564,0.1499716133618457,171.52936541325036,0.8500283866381544
4350.0,201.79380033094498,30.264434917684586,0.14997703035499824,171.5293654132604,0.8500229696450018
4400.0,201.7948427698063,30.265477356538923,0.14998142143336984,171.52936541326739,0.8500185785666302
4450.0,201.79568741594719,30.26632200267488,0.14998497931370083,171.5293654132723,0.8500150206862992
4500.0,201.796370297062,30.267004883786257,0.1499878557737712,171.52936541327574,0.8500121442262288
4550.0,201.79692423514643,30.267558821868263,0.14999018908037767,171.52936541327819,0.8500098109196224
4600.0,201.7973717737391,30.26800636045924,0.14999207420003757,171.52936541327983,0.8500079257999623
4650.0,201.79773441548411,30.268369002203073,0.1499936017115193,171.52936541328103,0.8500063982884807
4700.0,201.79802323473677,30.26865782145492,0.14999481826561611,171.52936541328185,0.8500051817343839
4750.0,201.79826070630125,30.268895293018808,0.14999581853221416,171.52936541328245,0.8500041814677859
4800.0,201.79844632863006,30.269080915347253,0.14999660040025214,171.52936541328282,0.8500033995997479
4850.0,201.79859403336798,30.26922862008487,0.1499972225528973,171.5293654132831,0.8500027774471027
4900.0,201.79871465959025,30.26934924630694,0.1499977306464396,171.5293654132833,0.8500022693535604
4950.0,201.79881347563946,30.269448062356027,0.14999814687220678,171.52936541328344,0.8500018531277933
5000.0,201.79889429634284,30.269528883059305,0.14999848729898554,171.52936541328353,0.8500015127010144
5050.0,201.7989603536278,30.269594940344167,0.14999876554022099,171.5293654132836,0.8500012344597789
5100.0,201.79901432965482,30.269648916371178,0.1499989928936089,171.52936541328364,0.850001007106391
5150.0,201.79905842160582,30.269693008322115,0.1499991786140131,171.5293654132837,0.8500008213859869
5200.0,201.7990944284333,30.26972901514962,0.1499993302788808,171.5293654132837,0.8500006697211193
5250.0,201.79912382372643,30.269758410442705,0.14999945409517063,171.52936541328373,0.8500005459048294
5300.0,201.79914781428107,30.269782400997325,0.14999955514606575,171.52936541328376,0.8500004448539343
5350.0,201.79916738802876,30.269801974744965,0.1499996375928588,171.52936541328378,0.8500003624071412
5400.0,201.79918335344692,30.269817940163133,0.14999970484095665,171.52936541328378,0.8500002951590433
5450.0,201.7991963719366,30.269830958652815,0.14999975967625964,171.52936541328378,0.8500002403237403
5500.0,201.7992069844009,30.26984157111713,0.14999980437711527,171.52936541328378,0.8500001956228848
5550.0,201.79921563305496,30.26985021977116,0.1499998408061846,171.52936541328378,0.8500001591938153
5600.0,201.79922267931585,30.269857266032066,0.14999987048579788,171.52936541328378,0.8500001295142021
5650.0,201.79922841847235,30.26986300518856,0.14999989465974445,171.52936541328378,0.8500001053402555
5700.0,201.79923309170906,30.269867678425246,0.1499999143439207,171.5293654132838,0.8500000856560793
5750.0,201.79923689595893,30.26987148267511,0.14999993036783021,171.5293654132838,0.8500000696321698
5800.0,201.79923999197345,30.269874578689674,0.14999994340857606,171.52936541328378,0.850000056591424
5850.0,201.7992425109307,30.269877097646912,0.14999995401869415,171.52936541328378,0.8500000459813059
5900.0,201.79924455984386,30.26987914656007,0.14999996264893595,171.52936541328378,0.850000037351064
5950.0,201.79924622598716,30.269880812703388,0.14999996966691007,171.52936541328378,0.85000003033309
6000.0,201.79924761127765,30.269882197993844,0.14999997550190172,171.5293654132838,0.8500000244980983
