time_s,component,loading_mol_kg,rate_mol_kg_s
440.6015037593985,CO2,0.9585918751349367,0.00011842907473759045
442.10526315789474,CO2,0.9587686316420295,0.00011666150966666234
443.6090225563909,CO2,0.9589427500416415,0.00011492032567054223
445.11278195488717,CO2,0.9591142697077749,0.00011320512900920842
446.6165413533834,CO2,0.9592832294267712,0.00011151553181924511
448.12030075187965,CO2,0.9594496674060818,0.00010985115202613916
449.6240601503759,CO2,0.9596136212829087,0.00010821161325787032
451.12781954887214,CO2,0.9597751281327149,0.00010659654475980829
452.6315789473684,CO2,0.9599342244776087,0.00010500558131087079
454.1353383458646,CO2,0.9600909462946022,0.00010343836314093524
455.63909774436087,CO2,0.9602453290237478,0.00010189453584947938
457.1428571428571,CO2,0.9603974075761514,0.00010037375032544316
458.64661654135335,CO2,0.9605472163418673,9.887566266828407e-05
460.1503759398496,CO2,0.9606947891976754,9.739993411020387e-05
461.65413533834584,CO2,0.9608401595147409,9.594623093954869e-05
463.1578947368421,CO2,0.9609833601661617,9.451422442534052e-05
464.6616541353383,CO2,0.9611244235344014,9.310359074294339e-05
466.16541353383457,CO2,0.9612633815186125,9.171401090083298e-05
467.6691729323308,CO2,0.9614002655418493,9.034517066846438e-05
469.17293233082705,CO2,0.9615351065581742,8.899676050521555e-05
470.6766917293233,CO2,0.9616679350596578,8.766847549038004e-05
472.18045112781954,CO2,0.9617987810832728,8.636001525422988e-05
473.6842105263158,CO2,0.961927674217688,8.507108391007767e-05
475.187969924812,CO2,0.962054643609958,8.380138998737797e-05
476.69172932330827,CO2,0.9621797179721152,8.255064636580544e-05
478.1954887218045,CO2,0.9623029255876624,8.131857021033362e-05
479.69924812030075,CO2,0.9624242943179678,8.010488290727925e-05
481.203007518797,CO2,0.9625438516085667,7.890931000129053e-05
482.7067669172932,CO2,0.962661624495367,7.773158113328793e-05
484.2105263157894,CO2,0.9627776396107628,7.657142997932964e-05
485.71428571428567,CO2,0.9628919231896579,7.542859419037873e-05
487.2180451127819,CO2,0.963004501075397,7.430281533298722e-05
488.72180451127815,CO2,0.963115398725611,7.319383883084729e-05
490.2255639097744,CO2,0.9632246412179729,7.210141390722846e-05
491.72932330827064,CO2,0.9633322532558694,7.102529352826404e-05
493.2330827067669,CO2,0.9634382591739862,6.996523434709579e-05
494.7368421052631,CO2,0.9635426829438122,6.892099664883578e-05
496.24060150375936,CO2,0.9636455481790595,6.789234429636305e-05
497.7443609022556,CO2,0.9637468781410029,6.687904467692852e-05
499.24812030075185,CO2,0.9638466957437409,6.588086864954823e-05
500.7518796992481,CO2,0.9639450235593768,6.489759049318922e-05
502.25563909774434,CO2,0.9640418838231232,6.392898785572588e-05
503.7593984962406,CO2,0.9641372984383296,6.29748417036613e-05
505.2631578947368,CO2,0.9642312889814367,6.203493627259027e-05
506.76691729323306,CO2,0.9643238767068544,6.110905901841379e-05
508.2706766917293,CO2,0.9644150825517683,6.019700056927424e-05
509.77443609022555,CO2,0.964504927140875,5.929855467820766e-05
511.2781954887218,CO2,0.9645934307910452,5.8413518176505534e-05
512.781954887218,CO2,0.9646806135159188,5.7541690927769286e-05
514.2857142857142,CO2,0.9647664950304298,5.668287578265985e-05
515.7894736842105,CO2,0.9648510947552652,5.5836878534305524e-05
517.2932330827067,CO2,0.9649344318212564,5.500350787439379e-05
518.796992481203,CO2,0.9650165250737053,5.418257534990478e-05
520.3007518796992,CO2,0.9650973930766459,5.337389532049874e-05
521.8045112781955,CO2,0.9651770541170424,5.257728491653402e-05
523.3082706766917,CO2,0.965255526208924,5.179256399771792e-05
524.812030075188,CO2,0.9653328270974592,5.1019555112366e-05
526.3157894736842,CO2,0.9654089742629679,5.0258083457278556e-05
527.8195488721805,CO2,0.9654839849248747,4.9507976838210064e-05
529.3233082706766,CO2,0.9655578760456027,4.876906563093031e-05
530.827067669173,CO2,0.9656306643344094,4.8041182742863955e-05
532.3308270676691,CO2,0.9657023662511646,4.732416357531189e-05
533.8345864661654,CO2,0.9657729980100733,4.6617845986224316e-05
535.3383458646616,CO2,0.9658425755833422,4.5922070253535674e-05
536.8421052631579,CO2,0.9659111147047907,4.523667903905015e-05
538.3458646616541,CO2,0.9659786308734101,4.456151735285685e-05
539.8496240601503,CO2,0.9660451393568673,4.3896432518284454e-05
541.3533834586466,CO2,0.9661106551949583,4.3241274137374444e-05
542.8571428571428,CO2,0.9661751932030082,4.2595894056876026e-05
544.3609022556391,CO2,0.9662387679752225,4.1960146334733e-05
545.8646616541353,CO2,0.9663013938879863,4.133388720709452e-05
547.3684210526316,CO2,0.9663630851031163,4.071697505579452e-05
548.8721804511277,CO2,0.9664238555710626,4.010927037633172e-05
550.375939849624,CO2,0.9664837190340633,3.951063574632485e-05
551.8796992481202,CO2,0.9665426890292523,3.892093579443423e-05
553.3834586466165,CO2,0.9666007788917211,3.834003716974621e-05
554.8872180451127,CO2,0.9666580017575329,3.776780851162842e-05
556.390977443609,CO2,0.9667143705666945,3.720412042001242e-05
557.8947368421052,CO2,0.9667698980660816,3.6648845426141554e-05
559.3984962406015,CO2,0.9668245968123215,3.6101857963742876e-05
560.9022556390977,CO2,0.966878479174633,3.5563034340627684e-05
562.406015037594,CO2,0.9669315573376229,3.50322527107283e-05
563.9097744360902,CO2,0.9669838433040417,3.45093930465401e-05
565.4135338345865,CO2,0.9670353488974976,3.399433711198108e-05
566.9172932330827,CO2,0.9670860857651306,3.348696843565202e-05
568.421052631579,CO2,0.9671360653802455,3.2987172284502095e-05
569.9248120300751,CO2,0.9671852990449077,3.2494835637880694e-05
571.4285714285714,CO2,0.9672337978924975,3.20098471619823e-05
572.9323308270676,CO2,0.967281572890229,3.1532097184667766e-05
574.4360902255639,CO2,0.9673286348416291,3.106147767066636e-05
575.9398496240601,CO2,0.9673749943889816,3.059788219714199e-05
577.4436090225563,CO2,0.9674206620157327,3.0141205929630212e-05
578.9473684210526,CO2,0.9674656480488626,2.9691345598331644e-05
580.4511278195488,CO2,0.9675099626612199,2.924819947475843e-05
581.9548872180451,CO2,0.967553615873823,2.881166734872709e-05
583.4586466165413,CO2,0.9675966175581253,2.8381650505704405e-05
584.9624060150376,CO2,0.9676389774382479,2.7958051704478625e-05
586.4661654135338,CO2,0.9676807050931786,2.7540775155171503e-05
587.9699248120301,CO2,0.9677218099589375,2.7129726497582275e-05
589.4736842105262,CO2,0.967762301330712,2.672481277983807e-05
590.9774436090225,CO2,0.967802188364957,2.6325942437387397e-05
592.4812030075187,CO2,0.9678414800814673,2.5933025272284473e-05
593.984962406015,CO2,0.9678801853654158,2.554597243279999e-05
595.4887218045112,CO2,0.9679183129693636,2.516469639332164e-05
596.9924812030075,CO2,0.9679558715152391,2.4789110934566596e-05
598.4962406015037,CO2,0.9679928694962876,2.441913112408156e-05
600.0,CO2,0.9680293152789917,2.4054673297040365e-05
0.0,N2,0.0,0.002368097881499943
1.5037593984962405,N2,0.0035397152359862355,0.0023397801596120532
3.007518796992481,N2,0.0070371025460881555,0.0023118010611312377
4.511278195488721,N2,0.01049266808777609,0.002284156536797734
6.015037593984962,N2,0.013906911965887808,0.0022568425857728406
7.518796992481203,N2,0.01728032830500583,0.0022298552550598966
9.022556390977442,N2,0.02061340532096942,0.0022031906389321874
10.526315789473683,N2,0.023906625391531214,0.002176844878367693
12.030075187969924,N2,0.02716046512616928,0.0021508141604905887
13.533834586466165,N2,0.030375395435063984,0.0021250947180194314
15.037593984962406,N2,0.033551881597250297,0.0020996828287219403
16.541353383458645,N2,0.03669038332795501,0.002074574814876303
18.045112781954884,N2,0.03979135484512883,0.0020497670427389123
19.548872180451127,N2,0.04285524493518275,0.0020252559220184808
21.052631578947366,N2,0.0458824970179385,0.002001037905356435
22.55639097744361,N2,0.04887354921080216,0.0019771094878135256
24.06015037593985,N2,0.05182883439217048,0.0019534672063625793
25.563909774436087,N2,0.054748780264079006,0.001930107639387311
27.06766917293233,N2,0.05763380941410103,0.0019070274061871346
28.57142857142857,N2,0.060484339376506255,0.0018842231664878929
30.075187969924812,N2,0.06330078269268832,0.0018616916199584363
31.57894736842105,N2,0.0660835469708696,0.0018394295057329862
33.08270676691729,N2,0.06883303494509202,0.0018174336019392068
34.58646616541353,N2,0.07154964453350263,0.001795700725231922
36.09022556390977,N2,0.07423376889594194,0.0017742277303324076
37.59398496240601,N2,0.07688579649084398,0.0017530115095731912
39.097744360902254,N2,0.0795061111314555,0.001732048992448299
40.6015037593985,N2,0.08209509204138336,0.001711337145168876
42.10526315789473,N2,0.08465311390947715,0.0016908729702241256
43.609022556390975,N2,0.08718054694405619,0.0016706535059474933
45.11278195488722,N2,0.08967775692648755,0.0016506758260880425
46.616541353383454,N2,0.09214510526412346,0.0016309370393869553
48.1203007518797,N2,0.094582949042606,0.001611434289159095
49.62406015037594,N2,0.09699164107754596,0.0015921647528795754
51.127819548872175,N2,0.09937152996558397,0.0015731256417752713
52.63157894736842,N2,0.10172296013484099,0.001554314200421215
54.13533834586466,N2,0.10404627189476534,0.0015357277063418203
55.639097744360896,N2,0.10634180148538394,0.0015173634696168715
57.14285714285714,N2,0.10860988112596442,0.0014992188324922276
58.64661654135338,N2,0.11085083906309534,0.0014812911689951803
60.150375939849624,N2,0.11306499961819158,0.0014635778845544104
61.65413533834586,N2,0.11525268323443143,0.0014460764156244913
63.1578947368421,N2,0.11741420652313277,0.0014287842293148807
64.66165413533834,N2,0.1195498823095742,0.0014116988230233494
66.16541353383458,N2,0.12166001967826882,0.0013948177240737923
67.66917293233082,N2,0.12374492401769606,0.0013781384893583747
69.17293233082707,N2,0.12580489706449893,0.0013616587049839516
70.67669172932331,N2,0.12784023694715282,0.0013453759859227204
72.18045112781954,N2,0.12985123822911177,0.0013292879756670488
73.68421052631578,N2,0.13183819195143917,0.0013133923458884297
75.18796992481202,N2,0.13380138567492847,0.0012976867961005153
76.69172932330827,N2,0.13574110352172022,0.0012821690533261812
78.19548872180451,N2,0.13765762621642152,0.0012668368717685707
79.69924812030075,N2,0.13955123112673382,0.0012516880324860724
81.203007518797,N2,0.14142219230359457,0.0012367203430711864
82.70676691729322,N2,0.14327078052083936,0.0012219316373332282
84.21052631578947,N2,0.14509726331438944,0.0012073197749848275
85.71428571428571,N2,0.1469019050209706,0.001192882641332178
87.21804511278195,N2,0.14868496681636925,0.001178618146968989
88.7218045112782,N2,0.15044670675323096,0.0011645242274740952
90.22556390977444,N2,0.15218737979840688,0.001150598843112688
91.72932330827066,N2,0.15390723786985383,0.0011368399785411122
93.23308270676691,N2,0.15560652987309287,0.0011232456425152
94.73684210526315,N2,0.15728550173723216,0.0011098138676020857
96.2406015037594,N2,0.15894439645055863,0.0010965427098954738
97.74436090225564,N2,0.1605834540957047,0.0010834302487343053
99.24812030075188,N2,0.16220291188439379,0.0010704745864247927
100.75187969924812,N2,0.16380300419177085,0.0010576738479657762
102.25563909774435,N2,0.16538396259032204,0.0010450261807773667
103.75939849624059,N2,0.16694601588338912,0.0010325297544328301
105.26315789473684,N2,0.16848939013828268,0.0010201827603936815
106.76691729323308,N2,0.17001430871899975,0.001007983411747945
108.27067669172932,N2,0.17152099231855,0.000995929942951543
109.77443609022556,N2,0.17300965899089527,0.0009840206095727809
111.27819548872179,N2,0.17448052418250767,0.0009722536880398815
112.78195488721803,N2,0.17593380076354947,0.0009606274753915471
114.28571428571428,N2,0.17736969905868105,0.0009491402890304945
115.78947368421052,N2,0.17878842687749977,0.0009377904664799448
117.29323308270676,N2,0.18019018954461516,0.0009265763651430216
118.796992481203,N2,0.1815751899293645,0.000915496362065027
120.30075187969925,N2,0.18294362847517281,0.0009045488536985604
121.80451127819548,N2,0.18429570322856206,0.0008937322556714464
123.30827067669172,N2,0.18563160986781332,0.0008830450025574364
124.81203007518796,N2,0.18695154173128606,0.0008724855476496545
126.3157894736842,N2,0.18825568984539914,0.0008620523627367498
127.81954887218045,N2,0.18954424295227681,0.0008517439378817284
129.32330827067668,N2,0.19081738753706448,0.0008415587812034271
130.82706766917292,N2,0.19207530785491764,0.0008314954186606019
132.33082706766916,N2,0.19331818595766795,0.0008215523938385993
133.8345864661654,N2,0.19454620172017079,0.0008117282677385767
135.33834586466165,N2,0.19575953286633735,0.0008020216185692442
136.8421052631579,N2,0.19695835499485584,0.0007924310415410962
138.34586466165413,N2,0.1981428416046048,0.0007829551486631046
139.84962406015038,N2,0.19931316411976246,0.0007735925685418432
141.35338345864662,N2,0.2004694919146165,0.000764341946183011
142.85714285714286,N2,0.20161199233807606,0.0007552019427953345
144.36090225563908,N2,0.2027408307378916,0.0007461712355968102
145.86466165413532,N2,0.20385617048458476,0.0007372485176232648
147.36842105263156,N2,0.2049581729950918,0.0007284324975392085
148.8721804511278,N2,0.20604699775612484,0.0007197218994509443
150.37593984962405,N2,0.20712280234725344,0.0007111154627219154
151.8796992481203,N2,0.20818574246371,0.000702611941790263
153.38345864661653,N2,0.20923597193892307,0.0006942101059885584
154.88721804511277,N2,0.21027364276678046,0.0006859087393656994
156.39097744360902,N2,0.2112989051236266,0.0006777066405109302
157.89473684210526,N2,0.2123119073899966,0.0006696026223799701
159.3984962406015,N2,0.213312796172091,0.0006615955121232149
160.90225563909775,N2,0.2143017163229926,0.0006536841509160021
162.406015037594,N2,0.21527881096363075,0.000645867393790897
163.9097744360902,N2,0.21624422150349412,0.00063814410947199
165.41353383458645,N2,0.2171980876610966,0.0006305131802111701
166.9172932330827,N2,0.21814054748419734,0.0006229735016263642
168.42105263157893,N2,0.21907173736978003,0.0006155239825417027
169.92481203007517,N2,0.21999179208379285,0.0006081635448296002
171.42857142857142,N2,0.22090084478065233,0.0006008911232547242
172.93233082706766,N2,0.22179902702251403,0.0005937056653198307
174.4360902255639,N2,0.22268646879831297,0.0005866061311134392
175.93984962406014,N2,0.22356329854257592,0.0005795914931593356
177.4436090225564,N2,0.22442964315400923,0.0005726607362678691
178.94736842105263,N2,0.22528562801386415,0.0005658128573890297
180.45112781954887,N2,0.22613137700408253,0.0005590468654672827
181.95488721804512,N2,0.22696701252522555,0.0005523617812981385
183.45864661654133,N2,0.22779265551418806,0.0005457566373864384
184.96240601503757,N2,0.22860842546170135,0.0005392304778063322
186.46616541353382,N2,0.2294144404296258,0.0005327823580629365
187.96992481203006,N2,0.23021081706803803,0.0005264113449556387
189.4736842105263,N2,0.23099767063211252,0.0005201165164430428
190.97744360902254,N2,0.23177511499880207,0.0005138969615095263
192.4812030075188,N2,0.23254326268331843,0.0005077517800333955
193.98496240601503,N2,0.2333022248554162,0.0005016800826566132
195.48872180451127,N2,0.2340521113554817,0.0004956809906560892
196.99248120300751,N2,0.23479303071042945,0.0004897536358165073
198.49624060150376,N2,0.23552509014940892,0.00048389716030467156
200.0,N2,0.23624839561932306,0.00047811071654535844
201.50375939849624,N2,0.23696305180016128,0.0004723934670986527
203.00751879699246,N2,0.23766916212014955,0.00046674458453874656
204.5112781954887,N2,0.23836682877071866,0.0004611632513341937
206.01503759398494,N2,0.239056152721294,0.000455648659729591
207.51879699248119,N2,0.2397372337339082,0.0004502000116286773
209.02255639097743,N2,0.24041017037763926,0.0004448165184788289
210.52631578947367,N2,0.24107506004287582,0.00043949740115693635
212.0300751879699,N2,0.2417319989554119,0.0004342418898566478
213.53383458646616,N2,0.24238108219037321,0.00042904922397695724
215.0375939849624,N2,0.24302240368597683,0.00042391865201212833
216.54135338345864,N2,0.2436560562571263,0.00041884943144293254
218.04511278195488,N2,0.24428213160884432,0.0004138408286291884
219.54887218045113,N2,0.24490072034954455,0.00040889211870358657
221.05263157894737,N2,0.24551191200414496,0.0004040025854667833
