pressure_bar,component,equilibrium_loading_mol_kg
0.22175052752539318,CO2,0.4726024999558067
0.22824222375040976,CO2,0.48243699286719255
0.23492396290496578,CO2,0.4923968013032895
0.24180130845257206,CO2,0.5024805151868671
0.24887998672586648,CO2,0.5126866150865451
0.2561658916945727,CO2,0.5230134732306715
0.26366508987303583,CO2,0.533459354820173
0.27138382537142774,CO2,0.5440224196433512
0.2793285250948253,CO2,0.5547007239942022
0.2875058040944877,CO2,0.5654922228943834
0.29592247107579545,CO2,0.5763947726174589
0.3045855340674284,CO2,0.5874061335124822
0.3135022062565112,CO2,0.5985239731224106
0.32267991199458085,CO2,0.6097458695912141
0.3321262929793748,CO2,0.6210693153519254
0.3418492146175927,CO2,0.6324917210862456
0.3518567725739263,CO2,0.6440104199447079
0.3621572995118075,CO2,0.6556226720147915
0.3727593720314938,CO2,0.6673256690228404
0.38367181781126447,CO2,0.6791165392541124
0.3949037229576698,CO2,0.6909923526738377
0.4064644395709628,CO2,0.7029501262308034
0.4183635935320019,CO2,0.7149868293236705
0.43061109251711693,CO2,0.727099389409055
0.44321713424760856,CO2,0.7392846977293179
0.45619221498074586,CO2,0.7515396151370343
0.4695471382493426,CO2,0.7638609779922998
0.4832930238571752,CO2,0.7762456041083119
0.49744131713774514,CO2,0.788690298720131
0.5120037984840887,CO2,0.8011918604511126
0.5269925931575656,CO2,0.813747087251258
0.5424201813838024,CO2,0.8263527822816558
0.5582994087441919,CO2,0.8390057597192472
0.5746434968715973,CO2,0.8517028504563947
0.5914660544591746,CO2,0.864440907670136
0.6087810885914762,CO2,0.8772168122365612
0.6266030164072649,CO2,0.8900274779664652
0.6449466771037621,CO2,0.9028698566393076
0.6638273442923082,CO2,0.9157409428135104
0.6832607387157398,CO2,0.9286377783922966
0.7032630413380644,CO2,0.9415574569255406
0.7238509068173248,CO2,0.9544971276295073
0.745041477372891,CO2,0.9674539991078989
0.766852397058701,CO2,0.9804253427591942
0.7893018264543568,CO2,0.9934084958570293
0.8124084577862966,CO2,1.0064008642921016
0.8361915304916318,CO2,1.0193999249659444
0.8606708472376159,CO2,1.0324032278288207
0.8858667904100823,CO2,1.0454083975558974
0.9118003390845681,CO2,1.0584131348578345
0.9384930864942721,CO2,1.0714152174238878
0.9659672580093832,CO2,1.0844125004975884
0.9942457296427408,CO2,1.097402917087014
1.0233520470972575,CO2,1.1103844778136098
1.053310445370936,CO2,1.1233552704053753
