pressure_bar,component,equilibrium_loading_mol_kg
0.0539298949012887,N2,0.00783693045987157
0.05550868030059805,N2,0.008062864791485193
0.057133684283155795,N2,0.008295209417391886
0.05880625988746757,N2,0.008534140191997878
0.06052779976193349,N2,0.008779837443541372
0.06229973732441841,N2,0.009032486067376253
0.06412354795576918,N2,0.009292275619952889
0.06600075022827095,N2,0.009559400413412942
0.06793290717006695,N2,0.009834059610708193
0.06992162756659374,N2,0.01011645732114582
0.07196856730011514,N2,0.01040680269625451
0.07407543072847163,N2,0.010705310025858006
0.07624397210419138,N2,0.011012198834233367
0.07847599703514607,N2,0.011327693976222778
0.08077336398796711,N2,0.01165202573315779
0.08313798583547334,N2,0.011985429908445026
0.08557183144940002,N2,0.012328147922652256
0.08807692733975461,N2,0.012680426907922565
0.09065535934216358,N2,0.013042519801533136
0.09330927435461664,N2,0.013414685438403663
0.0960408821250538,N2,0.013797188642346846
0.09885245709128271,N2,0.01419030031584077
0.10174634027476064,N2,0.014594297528090196
0.10472494122981486,N2,0.015009463601129418
0.10779074004992725,N2,0.015436088193706045
0.11094628943275218,N2,0.01587446738266987
0.11419421680558647,N2,0.016324903741576087
0.11753722651306354,N2,0.016787706416197024
0.12097810206889013,N2,0.017263191196619936
0.12451970847350319,N2,0.017751680585592705
0.12816499459957584,N2,0.018253503862762276
0.13191699564735718,N2,0.01876899714443326
0.13577883567189278,N2,0.019298503438457282
0.1397537301842291,N2,0.019842372693845475
0.14384498882876628,N2,0.020400961844678114
0.148056018138991,N2,0.020974634847868014
0.1523903243738829,N2,0.021563762714314913
0.15685151643735462,N2,0.022168723532969715
0.1614433088831602,N2,0.02278990248730916
0.16616952500776888,N2,0.023427691863701937
0.17103410003378397,N2,0.024082491051129414
0.17604108438655525,N2,0.024754706531705264
0.18119464706671223,N2,0.025444751861419652
0.18649907912142963,N2,0.02615304764051654
0.1919587972173111,N2,0.026880021472894172
0.19757834731786994,N2,0.027626107913902655
0.20336240846866724,N2,0.028391748405895784
0.20931579669325737,N2,0.029177391200878623
0.21544346900318823,N2,0.029983491269578486
0.22175052752539318,N2,0.03081051019625289
0.22824222375040976,N2,0.0316589160585359
0.23492396290496578,N2,0.032529183291614056
0.24180130845257206,N2,0.03342179253601355
0.24887998672586648,N2,0.03433723046827272
0.2561658916945727,N2,0.03527598961376968
0.26366508987303583,N2,0.03623856814097045
0.27138382537142774,N2,0.03722546963636359
0.2793285250948253,N2,0.03823720285934888
0.2875058040944877,N2,0.03927428147635204
0.29592247107579545,N2,0.04033722377344718
0.3045855340674284,N2,0.041426552346778285
0.3135022062565112,N2,0.042542793770088266
0.32267991199458085,N2,0.04368647823868206
0.3321262929793748,N2,0.04485813918917371
0.3418492146175927,N2,0.046058312894396554
0.3518567725739263,N2,0.04728753803288693
0.3621572995118075,N2,0.04854635523238998
0.3727593720314938,N2,0.04983530658687959
0.38367181781126447,N2,0.05115493514663291
0.3949037229576698,N2,0.05250578438095297
0.4064644395709628,N2,0.0538883976131958
0.4183635935320019,N2,0.0553033174278221
0.43061109251711693,N2,0.05675108504926888
0.44321713424760856,N2,0.0582322396925148
0.45619221498074586,N2,0.05974731788529906
0.4695471382493426,N2,0.0612968527620485
0.4832930238571752,N2,0.06288137332966502
0.49744131713774514,N2,0.06450140370543526
0.5120037984840887,N2,0.06615746232743691
0.5269925931575656,N2,0.06785006113793614
0.5424201813838024,N2,0.0695797047404011
0.5582994087441919,N2,0.07134688953088818
0.5746434968715973,N2,0.07315210280469867
0.5914660544591746,N2,0.074995821839352
0.6087810885914762,N2,0.07687851295507261
0.6266030164072649,N2,0.07880063055414468
0.6449466771037621,N2,0.08076261614065382
0.6638273442923082,N2,0.08276489732229826
0.6832607387157398,N2,0.08480788679612464
0.7032630413380644,N2,0.08689198132021445
0.7238509068173248,N2,0.08901756067352112
0.745041477372891,N2,0.09118498660623534
0.766852397058701,N2,0.09339460178322637
0.7893018264543568,N2,0.09564672872328565
0.8124084577862966,N2,0.09794166873706543
0.8361915304916318,N2,0.10027970086677312
0.8606708472376159,N2,0.1026610808308443
0.8858667904100823,N2,0.10508603997697068
0.9118003390845681,N2,0.1075547842470038
0.9384930864942721,N2,0.1100674931573955
0.9659672580093832,N2,0.11262431879895599
0.9942457296427408,N2,0.1152253848598241
1.0233520470972575,N2,0.11787078567564152
1.053310445370936,N2,0.12056058531099931
1.084145868935835,N2,0.12329481667629133
1.115883992507748,N2,0.12607348068414567
1.1485512424239368,N2,0.12889654544963236
1.1821748186466723,N2,0.13176394553843554
1.216782717410923,N2,0.13467558126715795
1.252403754535072,N2,0.1376313180598726
1.2890675894140244,N2,0.14063098586495287
1.3268047497147244,N2,0.14367437863611301
1.3656466567946097,N2,0.14676125388145
1.4056256518642136,N2,0.14989133228412047
1.446775022915648,N2,0.15306429739808522
1.4891290324394086,N2,0.15627979542213744
1.532722945952612,N2,0.15953743505517903
1.5775930613623614,N2,0.16283678743542193
1.623776739188721,N2,0.1661773861658881
1.6713124336724858,N2,0.16955872742824607
1.720239724793599,N2,0.1729802701866523
1.770599351226898,N2,0.17644143648288496
1.8224332442626647,N2,0.17994161182364962
1.8757845627201613,N2,0.1834801456604983
1.9306977288832496,N2,0.1870563519623643
1.9872184654880534,N2,0.19066950988025175
2.0453938337933906,N2,0.1943188645031383
2.105272272765707,N2,0.19800362770367386
2.166903639411181,N2,0.20172297907176917
2.2303392502884942,N2,0.2054760669336734
2.2956319242369094,N2,0.20926200945366039
2.362836026355175,N2,0.21307989581495757
2.432007513267945,N2,0.216928787476088
2.5032039797173256,N2,0.22080771949833236
2.5764847065183747,N2,0.22471570193958912
2.651910709918535,N2,0.22865172130949768
2.7295447924020073,N2,0.23261474208029512
2.809451594981406,N2,0.23660370824752955
2.8916976510202965,N2,0.24061754493442966
2.9763514416313193,N2,0.24465516003344018
3.063483452696084,N2,0.24871544587819472
3.1531662335543613,N2,0.252797280938999
3.2454744574113255,N2,0.25689953153473366
3.340484983513244,N2,0.261021053553989
3.438276921143307,N2,0.2651606941781799
3.538931695490984,N2,0.26931729359938633
3.6425331154496376,N2,0.27348968672570473
3.7491674433988855,N2,0.27767670486699103
3.858923467029899,N2,0.28187717739402957
3.971892573273302,N2,0.28608993336434496
4.08816882439129,N2,0.2903138031081288
4.207849036297398,N2,0.2945476197680468
4.331032859169001,N2,0.29879022078701567
4.457822860419706,N2,0.30304044933843144
4.58832461010084,N2,0.3072971556937439
4.722646768802955,N2,0.3115591985227214
4.86090117813063,N2,0.3158254461222376
5.003202953825999,N2,0.3200947775699313
5.149670581618343,N2,0.3243660837996111
5.3004260158796725,N2,0.32863826859584555
5.455594781168514,N2,0.33291024950574244
5.615306076746267,N2,0.33718095866649483
5.779692884153313,N2,0.3414493435478591
5.948892077934331,N2,0.3457143676093073
6.123044539605178,N2,0.34997501087217636
6.302295274956023,N2,0.3542302704076934
6.486793534788508,N2,0.3584791607423146
6.676692939187556,N2,0.3627207141823449
6.872151605431122,N2,0.3669539810603051
7.073332279644439,N2,0.37117802990600096
7.280402472308562,N2,0.37539194754569516
7.493534597735756,N2,0.3795948391331899
7.712906117627992,N2,0.3837858281170094
7.9386996888382235,N2,0.38796405614820806
8.171103315457186,N2,0.3921286829336135
8.410310505352605,N2,0.3962788860395725
8.656520431290936,N2,0.40041386065146034
8.909938096776099,N2,0.40453281929438045
9.17077450674293,N2,0.4086349915205759
9.439246843247663,N2,0.4127196235691463
9.715578646301848,N2,0.41678597800367534
10.0,N2,0.42083333333333334
