cycle,purity,recovery,co2_product_mol,purge_co2_in_mol,net_co2_released_mol,purge_total_in_mol,feed_co2_in_mol,working_capacity_cm3_stp_g,mass_balance_error_mol,css_state_delta,end_co2_partial_kpa,end_open_fraction
1,0.07680083394251781,0.1935087845455966,7.112368591365527,4.499999999999947,2.6123685913655805,89.99999999999919,13.500000000000135,38.99999978873274,1.1857632931100426e-12,,5.002500015451599,1.2902519579806238e-45
2,0.0768008339419156,0.19350878454098394,7.11236859130522,4.50000000000183,2.6123685913033903,90.00000000001994,13.500000000000554,38.99999978183355,2.4387845909412675e-11,2.0263738603754078e-13,5.002500015459129,1.3040517416576319e-45
